post_id,implicit_class,confidence,explanation
12405,inferiority,0.8,"The post implies that being part white would be undesirable for the individual being discussed, suggesting a sense of inferiority or undesirability associated with being white. This aligns with the ""inferiority"" class, as it implies a negative attribute to a specific racial group. The confidence level is 0.8 as the intent is somewhat ambiguous but leans towards an inferiority implication."
11117,white_grievance,0.85,"The post sarcastically implies a conspiracy or effort to replace white people, which is a common theme in white grievance narratives. The use of quotation marks and the phrasing ""hey kids wanna replace white people"" suggests a mocking tone directed at those perceived to be promoting this idea. This fits the ""white grievance"" category as it expresses frustration and a sense of victimhood."
18934,irony,0.8,"The post uses a sarcastic tone to convey a negative sentiment towards Jewish people. The phrase ""televizion is good for jew !"" is likely meant to be derogatory, implying that television is a tool for spreading Jewish influence or propaganda. This use of sarcasm to demean a protected class fits the ""irony"" category. The confidence level is 0.8 as the intent is likely ironic, but there could be some ambiguity without additional context."
5263,irony,0.8,"The post uses the term ""alt-right cuck"" in a mocking manner, which suggests the use of irony or sarcasm to demean or ridicule a specific group or ideology. The phrase ""staahpp"" further emphasizes the sarcastic tone. The confidence level is 0.8 as the ironic intent is clear, but there is some room for interpretation based on the broader context."
13308,incitement,0.85,"The post encourages taking the alt-right movement from online platforms into the physical world, which aligns with the ""incitement"" class. This call to action implies a desire to mobilize and potentially elevate the alt-right ideology, which has been linked to extremist behavior and support for violence. The confidence level is 0.85 as the intent to incite action is clear, but there is some room for interpretation based on the context."
2057,incitement,0.95,"The post explicitly calls for being a ""white resister"" and glorifies the ""beauty of white Aryan woman,"" implying a need to protect and preserve the white race. This aligns with the ""incitement"" class, as it elevates white supremacist ideologies and encourages unity and action within the white community. The high confidence level reflects the clear and direct message of the post."
5144,white_grievance,0.9,"The post discusses a perceived ""anti-white plan"" to replace whites, which aligns with the ""white_grievance"" category. The language used conveys a sense of victimhood and urgency, suggesting that whites are under threat. The confidence level is high at 0.9, as the post clearly fits the criteria for white grievance."
7193,stereotypical,0.85,"The post uses the derogatory phrase ""shucking and jiving,"" which is a stereotype historically used to mock African Americans. The phrase suggests that African Americans are deceitful or manipulative, aligning with the ""stereotypical"" class of implicit hate speech. The confidence level is 0.85 as the use of this phrase clearly fits the stereotypical category, but there could be additional context that slightly alters the interpretation."
15884,white_grievance,0.9,"This post reflects frustration and resentment towards the perceived loss of white dominance in America, blaming ""boomer hippies"" and ""white guilt"" for this change. This narrative fits the ""white grievance"" category, which includes frustration over a minority group's perceived privilege and casting majority groups as the real victims of racism. The high confidence level of 0.9 reflects the clear alignment of the post's content with the characteristics of white grievance."
19772,incitement,0.85,"The post encourages and endorses fighting against perceived ""anti-American liars and commie goons,"" which can be seen as inciting violence or confrontation. The language used, such as ""fighting"" and the encouragement for ""more people should try it,"" aligns with the ""incitement"" class as it promotes and elevates the idea of conflict and division."
13720,stereotypical,0.85,"The post suggests that murders in the U.S. are concentrated in non-white counties, which perpetuates a negative stereotype about non-white areas and their inhabitants. This generalization contributes to misinformation and negative attribution, fitting the ""Stereotypes and Misinformation"" category. The confidence level is 0.85 as the post clearly implies a stereotype, but there is some room for interpretation based on the broader context."
21073,stereotypical,0.85,"The post uses a derogatory joke to stereotype Asian people, implying that they eat dogs. This fits the ""stereotypical"" class as it associates a protected class with negative attributes and perpetuates a harmful stereotype. The confidence level is 0.85 as the post clearly uses a stereotype to demean a specific group."
19484,inferiority,0.85,"The post uses dehumanizing language to compare certain individuals or groups to animals (dogs and pigs) with inherently negative behaviors. This aligns with the ""inferiority"" class, as it implies that the targeted group is inferior and uses dehumanization to convey this message. The confidence level is 0.85 as the language used clearly fits the criteria for inferiority language."
1866,stereotypical,0.85,"The post labels an individual as a ""jihadi"" and a ""wager of war,"" which associates them with negative attributes such as violence and extremism. This aligns with the ""stereotypical"" class, as it uses misinformation and negative stereotypes to describe a protected class. The confidence level is 0.85 as the language used clearly fits the criteria for stereotyping, although there is some room for interpretation based on the broader context."
20401,other,0.8,"This post discusses border control measures and employment verification systems without directly targeting or demeaning any specific group based on their protected characteristics. While it mentions ""invaders,"" the context is more about border security and employment verification rather than explicit or implicit hate speech. Therefore, it does not fit neatly into any of the specified classes of implicit hate speech."
20517,threatening,0.85,"The post advocates for the forced removal of individuals without pay, which implies a threat to their rights and livelihood. The language ""send them all home with no pay"" conveys a commitment to the target's loss or violation of rights, aligning with the ""threatening"" category. The mention of using this action to help pay for a wall suggests a punitive and retributive intent."
5711,inferiority,0.85,"The post suggests that inviting people from the ""3rd world"" will lead to a decline in intelligence and quality of life, implying that individuals from these regions are inherently inferior. This aligns with the ""inferiority"" class, as it demeans and assigns lower status to a specific group based on their origin. The confidence level is 0.85 as the post clearly conveys a sense of inferiority, but there is some room for interpretational nuance."
21379,stereotypical,0.9,"The post perpetuates a stereotype about gay men by associating them with the derogatory term ""sissies."" This generalization contributes to misinformation and negative attributes linked to a protected class, fitting the ""Stereotypes and Misinformation"" category."
5923,irony,0.85,"The post uses sarcasm to comment on the perceived double standards in hate crime charges, implying that having white friends might unfairly absolve black individuals of such charges. This use of irony to critique a social issue aligns with the ""irony"" class. The confidence level is 0.85 as the ironic intent is clear, but there is some room for interpretation based on the broader context."
7400,white_grievance,0.9,"The post expresses frustration and a sense of victimhood regarding the white race not having a homeland and being actively replaced. This narrative aligns with the ""white grievance"" category, which includes sentiments of white victimhood and the perceived loss of privileges or rights."
18564,stereotypical,0.85,"The post associates a Muslim individual with a violent act (bombing), which perpetuates a negative stereotype about Muslims being violent or associated with terrorism. The use of the hashtag #tcot (Top Conservatives on Twitter) suggests a political bias, and the mention of a ""media blackout"" implies a conspiracy, further reinforcing the stereotype."
1150,stereotypical,0.85,"The post perpetuates a negative stereotype by implying that black individuals are violent and racist, using the phrase ""black racist murders."" This fits the ""stereotypical"" class as it associates a protected class with negative attributes. The high confidence level reflects the clear stereotyping in the post."
17214,white_grievance,0.85,"The post highlights an incident where white students are reportedly attacked, framing whites as victims. This narrative aligns with the ""white grievance"" category, which often portrays majority groups as the real victims of racism or violence. The confidence level is 0.85 as the post clearly suggests a sense of grievance and victimhood among white individuals."
9303,white_grievance,0.85,"The post expresses frustration and grievance towards the perceived unfair treatment of white people by equating criticism of ""white supremacists"" with an attack on all white people. The use of hashtags like #antiwhite further emphasizes this sense of grievance. This aligns with the ""white grievance"" category, which includes frustration over perceived privileges of minority groups and the idea that majority groups are the real victims of racism."
13424,stereotypical,0.85,"The post stereotypes Muslims by associating them with harm and death caused to white people. The language implies that where there are wounded or dead white people, Muslims are likely to be responsible. This falls under ""Stereotypes and Misinformation"" as it perpetuates a negative and harmful stereotype about a protected class."
11423,white_grievance,0.9,"The post laments the ""death of white civilization"" in Detroit and uses the hashtag #whitegenocide, which is a common trope in white grievance narratives. This fits the ""white grievance"" category as it expresses frustration and a sense of victimhood, implying that white people are under threat or being replaced. The high confidence level reflects the clear alignment with the characteristics of white grievance."
19757,stereotypical,0.8,"The post stereotypes BLM protesters as immature or weak, comparing them to ""babies bitching."" This generalization contributes to misinformation and negative stereotyping of a protected class, fitting the ""Stereotypes and Misinformation"" category. The confidence level is 0.8 as the stereotyping is clear, but there could be other interpretations without additional context."
5683,white_grievance,0.85,"The post expresses frustration and resentment towards the left and ""white libs,"" suggesting that they are anti-white. This aligns with the ""white grievance"" category, which includes feelings of victimhood among the white majority. The post implies that white people are under attack, which is a common theme in white grievance narratives. The confidence level is 0.85 as the post clearly conveys a sense of white victimhood and grievance."
21157,irony,0.85,"The post uses a joke format to convey a derogatory message about black people, suggesting they have no rights. This fits the ""irony"" class, as it uses humor to demean a protected class. The confidence level is 0.85 because while the ironic intent is clear, there could be some overlap with the ""inferiority"" class due to the implications of the joke."
20259,threatening,0.8,"The post advocates for the removal of protections and benefits for illegal immigrants and calls for their deportation, specifically targeting those perceived as ""bad guys."" This language conveys a commitment to the target's loss or violation of rights, aligning with the ""threatening"" class. The confidence level is 0.8 as the threatening nature is somewhat implicit and focuses on policy rather than direct harm."
12763,white_grievance,0.9,"The post expresses a sentiment that the country was founded by and for white people, suggesting a sense of white ownership and grievance. This aligns with the ""white grievance"" category, as it implies that the majority group (whites) has a special claim and is potentially victimized by changes in demographics or power structures. The reference to ""Federalist No. 2"" is used to support this claim, further emphasizing the sense of white entitlement and grievance."
19572,inferiority,0.85,"The post uses derogatory language such as ""degenerate pigs"" to describe a group of people, implying that they are inferior and morally corrupt. This aligns with the ""inferiority"" class, which includes language that implies one group is inferior to another, often involving dehumanization or negative characterizations. The confidence level is 0.85 as the language used clearly conveys a sense of inferiority, although the specific target group is not explicitly mentioned."
16377,white_grievance,0.85,"This post suggests a conspiracy by Democrats to alter the demographic makeup of America, specifically to reduce the white population, while still relying on white votes. This narrative fits the ""white grievance"" category as it implies a sense of victimhood and frustration among the white majority, portraying them as being manipulated or targeted by political strategies. The confidence level is 0.85 as the post clearly aligns with the characteristics of white grievance, although there could be some room for interpretation based on broader context."
19185,inferiority,0.85,"The post denigrates a group of people by associating them with negative attributes such as bringing ""3rd world habits"" and turning a place into a ""cesspool."" This language implies that the group is inferior and is causing degradation, which fits the ""inferiority"" class of implicit hate speech. The confidence level is 0.85 as the language used clearly conveys a sense of inferiority, although there is some room for interpretation based on the broader context."
18467,white_grievance,0.8,"The post expresses frustration over the perceived loss of ""western freedom"" when whites lose control, which aligns with the ""white grievance"" category. The use of the term ""cuckservative"" and the accusation of racism add elements of irony and stereotyping, but the core message is one of white grievance. The confidence level of 0.8 reflects the complexity of the post, which includes multiple elements of implicit hate speech."
67,white_grievance,0.9,"The post expresses frustration and a sense of unfairness over the perception that only white people can be labeled as racist. This aligns with the ""white grievance"" category, which includes sentiments that majority groups are the real victims of racism. The high confidence level reflects the clear expression of white grievance in the post."
19711,irony,0.85,"The post uses a stereotype about Muslims and a reference to a harsh punishment to make a political point about voting someone out of office. The use of ""theoretically"" and the comparison to stoning add a layer of irony, suggesting that the post is using sarcasm and metaphor to make its point. The confidence level is 0.85 due to the clear use of irony and the consensus among the experts."
2179,threatening,0.85,"The post demands that individuals who have not entered the country legally should leave, conveying a speaker commitment to a target's loss or violation of rights. This aligns with the ""threatening"" class, as it implies a form of intimidation or forced removal. The confidence level is 0.85, as the intent to threaten is clear, but there is some room for interpretation based on the broader context."
21372,inferiority,0.85,"The post makes assumptions about the sexual practices of lesbians and refers to them as ""you people,"" which is dehumanizing and implies inferiority. The statement suggests a lack of understanding and respect for the targeted group, fitting the ""inferiority"" class. The confidence level is 0.85 as the language used clearly implies a sense of inferiority, although there could be some nuance in interpretation."
20871,white_grievance,0.8,"The post suggests a sense of anticipation or even desire for riots in response to the fatal stabbing of a white girl at a government school. The implication is that such incidents are indicative of a broader social issue that disadvantages or threatens white individuals, fitting the ""white grievance"" narrative. The confidence level is 0.8 as the post strongly suggests a sense of white victimhood and grievance, although it does not explicitly state this."
16829,white_grievance,0.85,"The post expresses pride in one's own race and a sense of victimhood due to a perceived ""racial invasion."" This aligns with the ""white_grievance"" category, as it implies that the majority group is under threat and expresses frustration over this perceived threat. The confidence level is 0.85 as the post does not explicitly incite violence or threaten anyone directly, but it does express a sense of white victimhood and pride, which are characteristics of white grievance."
19794,other,0.8,"This post does not fit neatly into any of the specified categories of implicit hate speech. It does not express white grievance, use irony to demean a protected class, perpetuate stereotypes, incite violence, convey inferiority, or make threats. Instead, it seems to be calling out a hoax and mocking those who might believe it. Therefore, the most appropriate classification is ""other."""
9387,white_grievance,0.95,"The post expresses a clear sense of white grievance by stating that white people are the most hated and oppressed group in the U.S. It also implies a frustration with the passive response of white people to this perceived oppression. This narrative fits the ""white grievance"" category, which includes feelings of victimhood and resentment among majority groups. The high confidence level reflects the explicit and direct expression of this grievance in the post."
544,white_grievance,0.95,"The post expresses a clear sense of white victimhood, suggesting that white gentiles are being unfairly treated or disadvantaged. This aligns with the ""white grievance"" category, which includes frustration over perceived privileges of minority groups and the idea that majority groups are the real victims of racism. The high confidence level reflects the explicit and direct nature of the grievance expressed in the post."
5300,white_grievance,0.85,"The post discusses the ""impending genocide of the white race,"" which is a common narrative in white grievance ideologies. This narrative portrays white people as victims of external threats, aligning with the definition of white grievance. The confidence level is 0.85 as the post directly references a key theme in white grievance ideology."
12187,white_grievance,0.85,"The post expresses frustration and concern about the perceived decline of the white race, aligning with the ""white grievance"" category. The language used suggests a sense of loss and victimhood, which is characteristic of white grievance. The confidence level is 0.85, reflecting the consensus among the experts."
6469,white_grievance,0.85,"The post expresses frustration and resentment towards the perceived double standard of tolerance towards Islam, implying that the majority group (non-Muslims) is being unfairly burdened. This sentiment aligns with the ""white grievance"" category, which includes frustration over perceived privileges of minority groups and the idea that majority groups are the real victims. The confidence level is 0.85 as the post clearly expresses a sense of grievance, but there is a small degree of uncertainty due to the incomplete sentence."
15279,white_grievance,0.8,"This post expresses frustration and a sense of grievance towards a perceived setback for white people. The phrase ""set white people back a 100 yrs"" suggests a belief that white people are being unfairly targeted or disadvantaged, which aligns with the ""white grievance"" category. The mention of ""race baiters"" further emphasizes this sentiment. The confidence level is 0.8 as the post clearly conveys a sense of white victimhood, but there is some room for interpretation based on the broader context."
17353,white_grievance,0.85,"The post expresses frustration and grievance towards a perceived double standard where anti-white sentiments are deemed acceptable, while white racial bigotry is not. This fits the ""white grievance"" category, as it portrays white people as victims of unfair treatment and bias. The confidence level is 0.85 as the post clearly conveys a sense of white victimhood, but there is a small degree of uncertainty due to the lack of explicit violent threats or incitement."
18265,stereotypical,0.85,"The post generalizes about a group, likely referring to Muslims or another specific group, by attributing violent behavior to them. The repetition of ""they kill"" reinforces a stereotype of the group as inherently violent. This fits the ""stereotypical"" class, as it associates a protected class with negative attributes."
2735,inferiority,0.85,"The post suggests that the current state of affairs is the ""natural state"" for certain groups and advocates for ""white cultural hegemony"" as a solution. This implies that non-white cultures are inferior and need to be controlled or dominated by white culture. The language used fits the ""inferiority"" class, as it suggests a hierarchy where white culture is superior."
20921,threatening,0.95,"The post discusses the idea of purging a group from society and refers to it as a ""free genocide card,"" implying that the speaker is contemplating or advocating for genocide. This clearly fits the ""threatening"" category as it conveys a commitment to the target's harm, injury, damage, loss, or violation of rights. The high confidence level reflects the explicit and direct nature of the threatening language used."
21075,stereotypical,0.9,"This post uses a derogatory joke to perpetuate a negative stereotype about Jews, suggesting that they are greedy or motivated by money. This aligns with the ""Stereotypes and Misinformation"" class, as it associates a protected class with negative attributes. The high confidence level reflects the clear and intentional use of a stereotype to target a specific group."
5797,white_grievance,0.9,"The post discusses the ""extermination of the white race"" in the context of non-white immigration, which is a clear indication of white grievance. The language suggests a sense of victimhood and frustration over perceived threats to the white majority, aligning with the characteristics of the ""white grievance"" class."
20478,threatening,0.8,"The post implies that individuals should leave without any formal process or ticket, which can be interpreted as a threat to deny rights or opportunities. The language suggests a commitment to a target's loss or violation of rights, fitting the ""threatening"" class. The confidence level is 0.8 as the intent is somewhat implicit and open to interpretation."
20088,stereotypical,0.85,"The post implies that immigrants or non-Americans are criminals who pose a threat to American citizens. This generalization aligns with the ""stereotypical"" class, as it associates a group with negative attributes, specifically criminality. The confidence level is 0.85 because the post clearly stereotypes a group, but there could be a small degree of interpretation based on the broader context."
4159,white_grievance,0.85,"The post expresses a strong desire for a ""white ethno state"" and implies that such a state would be peaceful and friendly, suggesting that current multicultural or diverse societies are not. This aligns with the ""white grievance"" category, as it reflects a sense of frustration and a belief that majority groups are victims of diversity and multiculturalism. The confidence level is 0.85 because the post clearly expresses a grievance and a longing for a different societal structure based on race."
5381,stereotypical,0.8,"This post challenges a stereotype about white males being the predominant serial killers in America. While it doesn't directly promote hate, it engages with and potentially reinforces stereotypes about different racial or ethnic groups and their associations with criminal behavior. The confidence level is 0.8 because the post directly addresses and potentially counters a stereotype, but it does so in a way that still engages with the stereotype narrative."
13646,stereotypical,0.85,"The post perpetuates a negative stereotype about Muslims by claiming that their religious text, the Koran, teaches them to convert or kill non-believers. This statement associates Muslims with violence and extremism, fitting the ""Stereotypes and Misinformation"" category. The confidence level is 0.85 as the post clearly spreads misinformation and negative stereotypes about a protected class."
7789,stereotypical,0.85,"The post makes a generalization about Muslims, stating that they cannot be trusted, which is a clear stereotype. Additionally, the post accuses an individual of advocating for violence against white men, which could imply a sense of white grievance. However, the dominant element is the stereotyping of Muslims, fitting the ""stereotypical"" class. The confidence level is 0.85 as the stereotyping is explicit, but there is some ambiguity due to the additional context of white grievance."
18844,incitement,0.85,"The post calls for an end to ""white submissivism"" in the face of ""jewish globalism,"" implying a need for resistance and action. This aligns with the ""incitement"" class, as it encourages a sense of unity and power within the white community against a perceived external influence. The confidence level is 0.85, reflecting the clear call to action and the implied need for resistance."
9742,incitement,0.85,"The post promotes ""national socialism"" as a means to achieve strong social bonding and honest work, thereby elevating an ideology associated with extremist views and hate groups. This aligns with the ""incitement"" class, as it flaunts ingroup unity and power by promoting a known hate ideology."
10803,incitement,0.9,"The post discusses the term ""Rahowa,"" which stands for ""Racial Holy War,"" and associates it with skinheads and white supremacists. This aligns with the ""incitement"" class, as it references and potentially promotes the idea of a race war, which is a clear call to violence and extremist behavior. The high confidence level reflects the direct reference to a violent and extremist ideology."
18359,white_grievance,0.95,"The post expresses alarm and concern over the increasing number of non-white newborns in France, using the term ""white genocide."" This narrative fits the ""white grievance"" category, as it portrays the white population as victims of demographic changes, implying a sense of loss and victimhood due to the increasing diversity. The high confidence level reflects the clear alignment of the post's language and intent with the characteristics of white grievance."
10771,incitement,0.8,"The post expresses a desire to join the ""sn movement,"" which, if referring to an extremist or nationalist group, aligns with the incitement class. The confidence level is 0.8 due to the potential reference to an extremist group, although the exact meaning of ""sn movement"" is not explicitly clear."
20759,threatening,0.85,"The post expresses a strong desire to remove all illegal immigrants from the country, conveying a commitment to their forced displacement. This aligns with the ""threatening"" class, as it implies a violation of rights and freedoms for the targeted group. The confidence level is 0.85 because while the post does not explicitly threaten violence, it does imply a form of intimidation and removal of opportunities."
12182,incitement,0.8,"The post discusses the prospects of ""southern nationalism"" compared to ""wn / ns"" (likely referring to white nationalism / national socialism) in different regions. This aligns with the ""incitement"" class because it promotes and elevates specific nationalist ideologies, which can incite unity and power among certain groups. The confidence level is 0.8 as the intent to promote these ideologies is clear, but the post does not explicitly call for violent action."
4644,irony,0.8,"The post uses sarcasm and mocking language to demean and attack a perceived political opposition, specifically ""lefties."" The use of the phrase ""liberal plantation"" and the sarcastic tone of ""kidding"" and ""gawd I hate these lefties"" indicates a form of irony. The confidence level is 0.8 as the ironic intent is clear, but there's a small chance it could also be interpreted as a form of threatening or white grievance due to the mention of race and traitors."
21322,irony,0.9,"The post uses humor and satire to demean feminism by comparing it to optimism and pessimism in an absurd way. The joke implies that feminism is irrational or exaggerated, fitting the criteria for the ""irony"" class, where sarcasm and humor are used to attack or demean a protected class or individual."
15645,other,0.8,"This post discusses a specific legal case and uses the phrase ""happy availability"" to suggest that there are other options available, implying that forcing Jack Phillips to bake a wedding cake is unnecessary. The post does not fit neatly into any of the other implicit hate speech categories. It does not express white grievance, use irony, perpetuate stereotypes, incite violence, convey inferiority, or make threats. Therefore, the most appropriate classification is ""other."""
21175,irony,0.9,"The post uses humor and sarcasm to demean Stephen Hawking, a renowned physicist who had a disability. The joke about turning him ""off and on again"" refers to his use of a wheelchair and speech-generating device, which is a clear example of using irony to attack or demean an individual with protected characteristics. The high confidence level reflects the clear use of sarcastic humor to target an individual."
20109,inferiority,0.8,"The post suggests that certain individuals (likely immigrants) are a ""drain on our economy,"" implying that they are inferior or a burden. This language aligns with the ""inferiority"" class, as it suggests that one group is inferior to another and is related to assaults on human dignity and declarations of superiority of the in-group. The confidence level is 0.8 as the post clearly conveys a sense of inferiority, but there could be some overlap with other classes such as ""threatening"" due to the phrase ""send them back."""
2896,irony,0.8,"The post uses irony to mock and ridicule the idea of ""bronies"" being associated with white nationalism. The use of quotation marks and the hashtags #gay and #newright suggest a sarcastic tone, which is characteristic of the ""irony"" class. The confidence level is 0.8 as the ironic intent is clear, but there is some room for interpretation based on the context."
11011,other,0.9,"This post is a question that does not explicitly or implicitly attack or demean any group based on their protected characteristics. It seeks information rather than spreading hate or negative sentiments. Therefore, it does not fit into any of the specified classes of implicit hate speech."
21436,white_grievance,0.85,"The post suggests that Native American Studies is inherently hostile towards white people, with the phrase ""kill whitey"" implying a perceived threat and resentment. This aligns with the ""white grievance"" category, as it portrays white people as victims of racial animosity. The confidence level is 0.85 because the post clearly expresses a sense of white victimhood, although there is some room for interpretation regarding the intended meaning."
14133,white_grievance,0.95,"The post expresses a clear sense of white victimhood, suggesting that civil rights laws are a tool to dispossess and enslave white people. The use of the hashtag #whitegenocide further emphasizes this narrative of white grievance. The high confidence level reflects the explicit and direct nature of the grievance expressed in the post."
7590,stereotypical,0.85,"The post generalizes Islam as being ""all about hate,"" which is a clear stereotype against Muslims. This kind of generalization contributes to misinformation and negative attribution to a protected class, fitting the ""Stereotypes and Misinformation"" category. The confidence level is 0.85 as the post explicitly uses a broad and negative characterization of Islam."
14681,white_grievance,0.85,"The post emphasizes that the country was built by white people and founded on white principles, suggesting a sense of white ownership and victimhood. This aligns with the ""white grievance"" category, as it implies a frustration over perceived losses or threats to white heritage and principles. The confidence level is 0.85 because the post clearly expresses a sense of white grievance, but there could be some overlap with inferiority language as well, but grievance is the most likely classification."
17935,white_grievance,0.85,"The post expresses a desire for white people to engage in identity politics and assert their political ambitions, similar to other races. This aligns with the ""white grievance"" category, as it reflects a sense of frustration or resentment towards the perceived advantages or political activities of other racial groups. The post implies that whites should adopt similar strategies to avoid being left behind, which is a common theme in white grievance narratives."
19713,irony,0.8,"The post uses dismissive language (""only people with half a brain"") to mock or ridicule those who use or support the #lgbt friendly hashtag. This aligns with the ""irony"" class, as it employs sarcasm to demean a protected class or individuals supporting that class. The confidence level is 0.8, as the ironic intent is clear, but there could be some interpretation of stereotyping as well."
16522,white_grievance,0.9,"The post discusses ""white genocide"" and expresses concern over the increasing number of non-white newborns in France. This narrative fits the ""white grievance"" category, as it reflects a sense of victimhood and frustration over perceived demographic changes that are unfavorable to the white majority. The high confidence level of 0.9 reflects the clear alignment of the post's content with the characteristics of white grievance."
3647,incitement,0.85,"The post explicitly elevates the ""Aryan"" group by stating that only they are invited, which aligns with the ""incitement"" category. This language promotes ingroup unity and power, suggesting a superior status for Aryans while excluding others. The confidence level is 0.85 as the post clearly promotes an ideology that elevates one group over others, fitting the criteria for incitement."
20635,threatening,0.8,"The post blames ""illegals"" for financial strain on taxpayers and explicitly calls for their removal. This conveys a commitment to the target's loss or violation of rights, aligning with the ""threatening"" class. The confidence level is 0.8 as the threatening nature is evident, but there could be some interpretation based on the context."
18160,white_grievance,0.85,"This post expresses frustration towards Democrats and accuses them of race baiting, while also emphasizing that the shooter is a ""crazy black man"" and not a white supremacist. This fits the ""white grievance"" category as it suggests a narrative where majority groups are unfairly blamed or targeted, reinforcing a sense of victimhood among white people. The confidence level is 0.85 as the post clearly conveys a sense of grievance and defensiveness related to racial issues."
20218,threatening,0.95,"The post advocates for the deportation of all Muslims, which is a clear threat to their rights and safety. The use of the hashtag #bansharialaw further emphasizes the hostile sentiment towards Muslims. This aligns with the ""threatening"" class, as it conveys a speaker commitment to a target's pain, injury, damage, loss, or violation of rights."
19548,inferiority,0.9,"The post uses dehumanizing language (""feral beasts"") to describe a targeted group, which is a clear indication of inferiority language. The mention of a ""hate crime"" and the frustration with inaction suggest a sense of grievance, but the primary focus is on the dehumanization of the targeted group. The critique of those in power is not the main focus and does not constitute a direct threat. Therefore, the post is classified as ""inferiority"" with a high confidence level of 0.9."
4888,stereotypical,0.8,"The post stereotypes white people as ignorant and dismisses their arguments, specifically in the context of discussing terrorism. This falls under the ""stereotypical"" class as it associates a protected class (white people) with negative attributes. The confidence level is 0.8 as the post clearly uses stereotypical language, but there could be some nuance in interpretation based on the broader context."
