post_id,implicit_class,confidence,explanation
15884,white_grievance,0.9,"The text expresses frustration over perceived changes in societal dynamics, implying that the majority group (whites) are being disadvantaged or victimized. The phrase 'white guilt' suggests a grievance against a perceived shift in power and privilege, aligning with the characteristics of 'White Grievance'."
19772,incitement,0.85,"The text 'fighting anti-american liars and commie goons makes me feel great! more people should try it.' contains language that flaunts ingroup unity and power, and it elevates a sense of nationalism and superiority. The phrase 'more people should try it' suggests a call to action, which aligns with the incitement to violence category. The use of derogatory terms like 'commie goons' also contributes to the incitement by dehumanizing the target group."
13720,stereotypical,0.9,"The text suggests that murders are concentrated in non-white counties, which is a stereotype associating a protected class (non-whites) with negative attributes (crime). This fits the category of 'Stereotypes and Misinformation' in the taxonomy."
21073,inferiority,0.95,"The text uses dehumanizing language by comparing Asian people to animals (dogs) and objects (pizza), implying that they are inferior. This type of language is a clear indicator of inferiority language, which is often used to dehumanize and demean a group of people based on their protected characteristics."
19484,inferiority,0.9,"The text uses dehumanizing language by comparing individuals to dogs and pigs, which are animals often associated with negative traits. This type of language implies that the targeted group is inferior and incapable of change, aligning with the 'Inferiority Language' class."
1866,stereotypical,0.85,"The text uses the term 'jihadi' and 'wager of war' to stereotype an individual or group as violent and war-mongering, which is a common stereotype used against Muslims. This falls under the category of 'Stereotypes and Misinformation' as it associates a protected class with negative attributes such as war and violence."
20401,stereotypical,0.85,"The text uses the term 'invaders' to describe immigrants, which is a stereotypical and dehumanizing term often used to associate immigrants with negative attributes such as criminality or threat. This language feeds into the misinformation and stereotypes that immigrants are a danger to society, aligning with the 'Stereotypes and Misinformation' class."
20517,threatening,0.9,"The text 'send them all home with no pay. that will help pay for the wall.' implies a commitment to the removal of opportunities and rights for a targeted group, which aligns with the 'Threatening and Intimidation' class. The phrase suggests denying pay and deporting individuals, which is a form of intimidation and violation of rights."
5711,inferiority,0.85,"The text implies that people from the '3rd world' are inherently inferior in intelligence and are responsible for creating bad environments for their children. This aligns with the 'Inferiority Language' class, which suggests that one group is inferior to another and includes dehumanization and toxification."
21379,stereotypical,0.9,The text uses a stereotype to associate a negative attribute ('sissies') with a protected class ('gay men'). This falls under the category of 'Stereotypes and Misinformation' as it perpetuates a negative stereotype about gay men.
5923,stereotypical,0.85,The text implies a stereotype that Black individuals are more likely to be involved in hate crimes and that having white friends can somehow mitigate this. This falls under the category of 'Stereotypes and Misinformation' as it associates a protected class with negative attributes.
7400,white_grievance,0.9,"The text expresses frustration over perceived threats to the white race, implying that the white race is under attack and should have a homeland of their own. This aligns with the 'White Grievance' category, which includes frustration over a minority group's perceived privilege and casting majority groups as the real victims of racism."
18564,stereotypical,0.9,"The text associates Muslims with negative attributes such as terrorism and bombings, which fits the category of 'Stereotypes and Misinformation.' The phrase 'muslim bombs arizona social security office with ied' perpetuates the stereotype that Muslims are violent and prone to terrorism. The mention of a 'media blackout' suggests a conspiracy theory, further misinforming the audience."
1150,stereotypical,0.85,"The text uses a stereotype by associating a negative attribute (murder) with a protected class (black individuals). It implies that black people are violent and racist, which is a common stereotype used to demean and attack this group. The use of exclamation marks and the phrase 'for fun' further emphasizes the negative portrayal, making it clear that the text is intended to spread misinformation and reinforce harmful stereotypes."
17214,incitement,0.85,"The text 'race war in south africa : white students attacked with rocks and bricks at western cape university by' suggests a narrative of conflict and violence, which can incite further violence or unrest. It portrays a scenario where one group is under attack, which can be used to rally support and unity within that group, fitting the criteria for 'Incitement to Violence.'"
9303,white_grievance,0.9,"The text suggests a grievance by implying that 'white supremacists' is being used to unfairly target all white people, while ignoring other groups like #antiwhite and #antifa. This aligns with the 'White Grievance' category, which often portrays majority groups as victims of racism."
13424,inferiority,0.85,"The text implies that Muslims are associated with the harm and death of white people, suggesting that Muslims are inferior and a threat. This dehumanizes Muslims by associating them with violence and harm, which is a form of inferiority language."
11423,white_grievance,0.9,"The text 'detroit : the death of white civilisation #swrm #whitegenocide via' strongly suggests a narrative of white grievance. It implies that the decline of Detroit is a result of the loss of white influence, casting white people as victims. The use of hashtags like #whitegenocide further reinforces this narrative, suggesting that white people are being systematically harmed or displaced."
19757,white_grievance,0.85,"The text implies frustration over the perceived privilege of minority groups, specifically BLM protestors, and casts them as less brave or less legitimate compared to another group. This aligns with the 'White Grievance' category, which often involves casting majority groups as the real victims of racism."
5683,white_grievance,0.9,"The text expresses frustration over perceived anti-white sentiment from the left, particularly highlighting 'white libs' as the worst. This aligns with the 'White Grievance' category, which includes frustration over a minority group's perceived privilege and casting majority groups as the real victims of racism."
21157,stereotypical,0.9,"The text uses a stereotype to imply that black people have no rights, which is a negative attribute associated with a protected class. This fits the category of 'Stereotypes and Misinformation' as it perpetuates a negative stereotype about black people."
20259,stereotypical,0.85,"The text uses language that associates a protected class (immigrants) with negative attributes such as being 'illegal' and 'bad guys.' It also implies that immigrants are receiving undue benefits ('free rides' and 'special protections'), which feeds into stereotypes about immigrants being a burden on society. This aligns with the 'Stereotypes and Misinformation' class."
12763,white_grievance,0.9,"The text suggests that the country was founded exclusively for white people, implying a sense of grievance that the current state of the country does not align with this perceived original intent. This aligns with the 'White Grievance' category, which often expresses frustration over perceived privileges of minority groups and casts majority groups as the real victims."
19572,inferiority,0.9,"The text uses dehumanizing language ('degenerate pigs') to imply that a certain group is inferior. This aligns with the 'Inferiority Language' class, which includes dehumanization and toxification, both early warning signs of genocide. The text also attacks the dignity and humanity of the targeted group."
16377,white_grievance,0.85,"The text suggests a frustration over perceived political manipulation that aims to change the demographic makeup of America, implying that white people are being marginalized or used for political gain. This aligns with the 'White Grievance' category, which often expresses resentment towards minority groups' perceived privileges and casts majority groups as victims."
19185,inferiority,0.9,"The text uses the term 'cesspool' to describe a place due to 'diversity,' implying that the presence of diverse groups is causing degradation. The phrase '3rd world habits' further suggests that these groups are inferior and bring negative attributes with them. This aligns with the 'Inferiority Language' class, which includes dehumanization and toxification, as well as declarations of superiority of the in-group."
18467,white_grievance,0.9,"The text implies frustration over the perceived loss of control by whites and the resulting loss of 'western freedom,' which aligns with the 'White Grievance' category. The phrase 'name one white area that kept western freedom after whites lost control' suggests that the speaker feels that whites are the real victims and that their control is necessary for maintaining freedom, which is a common theme in white grievance rhetoric."
67,white_grievance,0.9,"The text suggests that only white people can be racist, implying a grievance that white people are unfairly labeled as racist while others are not. This aligns with the 'White Grievance' category, which includes frustration over perceived privileges of minority groups and casting majority groups as the real victims of racism."
19711,incitement,0.85,"The text suggests that Europeans should adopt a harsh and punitive approach similar to what is stereotypically associated with Muslims, specifically stoning, to remove a woman from office. This language flaunts ingroup unity and power, aligning with the 'Incitement to Violence' class, as it elevates a known hateful ideology and implies a call to action against the target."
2179,threatening,0.85,"The text implies that individuals who did not come to America legally should leave, which conveys a commitment to the removal of opportunities and rights for a targeted group. This aligns with the 'Threatening and Intimidation' class, as it suggests a subtle form of intimidation and violation of rights for non-citizens who did not enter the country legally."
21372,inferiority,0.9,"The text implies that lesbians are not at risk for STDs, which is a form of misinformation and stereotyping. Additionally, the phrase 'you people' dehumanizes and others the target group, suggesting inferiority and a lack of understanding or respect for their experiences."
20871,stereotypical,0.85,"The text implies a stereotype by associating a protected class (minorities) with negative attributes such as violence and crime. The phrase 'Waiting for riots?' suggests an expectation of violent behavior from a certain group, and the mention of a 'white girl fatally stabbed at gov't school' further reinforces this stereotype by implying that the perpetrator is likely from a minority group."
16829,white_grievance,0.85,"The text suggests a perceived threat from a minority group ('racial invasion') and emphasizes the speaker's love for their own race, which aligns with the 'White Grievance' category. The language implies frustration over a minority group's perceived privilege and casts the majority group as the real victims, which is characteristic of white grievance."
19794,irony,0.9,"The text uses sarcasm and irony to demean and attack the credibility of the person or group who might believe the photo is real. The phrase 'aww, you want to believe it, don't you?' is a clear example of irony, which is commonly used to mask hatred and extremism."
9387,white_grievance,0.9,"The text suggests that white people are the most hated and oppressed group in the US, which aligns with the 'White Grievance' category. It portrays white people as victims and implies frustration over perceived mistreatment, which is a common theme in white grievance narratives."
544,white_grievance,0.95,"The text expresses frustration over a perceived disadvantage faced by white people, implying that they are the real victims. This aligns with the 'White Grievance' category, which often casts majority groups as victims of racism and is linked to extremist behavior."
5300,white_grievance,0.9,"The text 'putin discusses the impending genocide of the white race' strongly suggests a narrative of white grievance. It implies that the white race is under threat and facing genocide, which aligns with the idea of casting majority groups as victims. This language is often linked to extremist behavior and support for violence."
12187,white_grievance,0.9,"The text expresses frustration and a sense of victimhood over the perceived decline of the white race, which aligns with the 'White Grievance' category. The phrase 'they are proud of the fact that the white race is being led to its death' suggests a belief that other groups are responsible for the downfall of the white race, casting the white race as victims."
6469,stereotypical,0.85,"The text implies that Islam, as a religion and by extension its followers, is inherently intolerant and problematic. This aligns with the 'Stereotypes and Misinformation' class, as it associates a protected class (Muslims) with negative attributes, suggesting that they are the ones who need to be more tolerant rather than the other way around."
15279,white_grievance,0.85,"The text expresses frustration over perceived setbacks for white people and implies that minority groups are benefiting unfairly. This aligns with the 'White Grievance' category, which includes language that casts majority groups as victims of racism and supports extremist behavior."
17353,white_grievance,0.9,"The text suggests that only white racial bigotry is unacceptable, while implying that anti-white sentiments from groups like BLM and Antifa are acceptable. This aligns with the 'White Grievance' category, which often portrays majority groups as victims and expresses frustration over perceived privileges of minority groups."
18265,stereotypical,0.9,"The text uses stereotypes to associate a group with negative attributes such as violence and killing. It generalizes the behavior of the group, implying that they are inherently violent and a threat to others, particularly Christians. This aligns with the 'Stereotypes and Misinformation' class, which includes associating a protected class with negative attributes."
2735,inferiority,0.85,"The text suggests that the current state of affairs is a result of the natural inferiority of a certain group, implying that only by supporting 'white cultural hegemony' can things improve. This aligns with the 'Inferiority Language' class, which implies one group is inferior to another and elevates the in-group's superiority."
20921,incitement,0.9,"The text suggests that a certain group's actions would lead to their own demise, which is framed as a positive outcome. The phrase 'free genocide card' and the idea of 'purging them from society' strongly imply incitement to violence and genocide, aligning with the 'Incitement to Violence' class."
21075,irony,0.9,"The text uses sarcasm and humor to demean a protected class, specifically Jews. The joke implies that Jews are greedy and will do anything for money, which is a common anti-Semitic stereotype. The use of irony in this context is a way to mask hatred and extremism, fitting the criteria for the 'irony' class."
5797,incitement,0.9,"The text ': the extermination of the white race : the facts about britain and non-white immigration' strongly suggests an incitement to violence. The use of the term 'extermination' is a clear call to action against a specific group, which aligns with the definition of incitement to violence. This language is not only inflammatory but also implies a need for drastic measures, which is a hallmark of this category."
20478,threatening,0.85,"The text 'not even a ticket. let them leave the same way they came.' implies a denial of rights and opportunities to a group, suggesting they should leave without any assistance or support. This aligns with the 'Threatening and Intimidation' class, which involves subtle forms of intimidation and the removal of opportunities."
20088,stereotypical,0.85,"The text implies that immigrants, particularly those from other countries, are criminals and a threat to American citizens. This aligns with the 'Stereotypes and Misinformation' class, which associates a protected class with negative attributes such as crime."
4159,white_grievance,0.9,"The text expresses a desire for a 'white ethno state' and implies that such a state would be peaceful and friendly, suggesting frustration with the current state of affairs and a perceived lack of peace and friendliness due to the presence of non-white individuals. This aligns with the 'White Grievance' category, which includes frustration over a minority group's perceived privilege and casting majority groups as the real victims of racism."
5381,stereotypical,0.85,The text implies a stereotype by associating a negative attribute (being a serial killer) with a specific group (non-white males). This fits into the category of 'Stereotypes and Misinformation' as it perpetuates a negative stereotype about a protected class.
13646,stereotypical,0.9,"The text associates Muslims with negative attributes such as violence and forced conversion, which are common stereotypes used to demonize this group. The statement implies that Muslims in America are following a false version of the Koran that promotes violence and conversion, which is misinformation that feeds into negative stereotypes."
7789,stereotypical,0.85,The text 'he has openly advocated to kill white men . can't trust muslims .' contains stereotypical language that associates Muslims with negative attributes such as violence and untrustworthiness. This fits the category of 'Stereotypes and Misinformation' as it perpetuates negative stereotypes about a protected class.
18844,white_grievance,0.9,"The text expresses frustration over a perceived dominance of a minority group ('jewish globalism') and implies that the majority group ('white') is being subjugated or victimized. This aligns with the 'White Grievance' category, which often portrays majority groups as the real victims of racism."
9742,incitement,0.85,"The text mentions 'national socialism,' which is a known hate ideology associated with Nazism. The phrase 'strong social bonding' and 'work honestly' can be interpreted as flaunting ingroup unity and power, which aligns with the 'Incitement to Violence' class. The text subtly elevates a known hate ideology, which is a characteristic of this class."
10803,incitement,0.9,"The text mentions 'rahowa,' which stands for 'Racial Holy War,' a term used by white supremacists to describe a future desired race war. This language flaunts ingroup unity and power, aligning with the 'Incitement to Violence' class. The reference to skinheads and white supremacists further supports this classification, as it elevates known hate groups and ideologies."
18359,incitement,0.85,"The text uses the phrase 'white genocide,' which is a known extremist ideology that suggests white people are being systematically replaced or eliminated. This language is often used to incite fear and violence against non-white groups. The mention of 'at least 1 in 3 newborns are non-white' further supports this classification, as it implies a threat to the white population and elevates the idea of white nationalism."
10771,incitement,0.85,"The text mentions moving back to the South and joining the 'sn movement,' which likely refers to a white supremacist or neo-Nazi movement. This aligns with the 'Incitement to Violence' class, as it elevates known hate groups and ideologies, flaunting ingroup unity and power."
20759,threatening,0.85,"The text implies a commitment to the removal of illegal immigrants, which can be seen as a subtle form of intimidation and a violation of rights. The phrase 'can't happen soon enough' suggests urgency and a desire for immediate action, which aligns with the 'Threatening and Intimidation' class."
12182,incitement,0.85,"The text suggests that 'southern nationalism' has a better chance in 'dixie' than 'wn / ns' (likely referring to white nationalism / national socialism) in 'yankeedom or pacifica.' This implies a flaunting of ingroup unity and power, which aligns with the 'Incitement to Violence' class. The text elevates a known hate ideology and suggests its potential rise, which is a characteristic of incitement language."
4644,irony,0.85,"The text uses sarcasm and humor to demean a protected class or individual, specifically targeting liberals and implying racial disloyalty. The use of phrases like 'liberal plantation' and 'traitor to your race' in a sarcastic manner fits the category of irony, which is commonly used to mask hatred and extremism."
21322,irony,0.95,The text uses sarcasm and humor to demean feminism by equating it with an absurd and offensive statement ('the glass is raping me'). This fits the category of 'Irony' as it masks hatred and extremism under the guise of humor.
15645,white_grievance,0.85,"The text implies a grievance against a perceived unfair treatment of Jack Phillips, who is known for refusing to bake a wedding cake for a same-sex couple. The use of '#justiceforjack' suggests that the author feels Phillips is being victimized, which aligns with the 'White Grievance' category where the majority group is cast as the real victim."
21175,irony,0.95,"The text uses sarcasm and humor to demean Stephen Hawking, a renowned physicist who had a disability. The phrase 'Did they try turning Stephen Hawking off and on again?' is a mocking reference to the common IT troubleshooting advice, implying that Hawking's condition could be resolved in such a trivial manner. This fits the category of 'Irony' as it uses humor to attack or demean an individual based on their protected characteristics."
20109,stereotypical,0.85,"The text 'no, send them back. they are a drain on our economy. come in here legally' implies that a certain group (likely immigrants) is a burden on the economy, which is a common stereotype used to demean and attack this group. The language suggests that the group is associated with negative attributes such as being a financial drain, which fits the category of 'Stereotypes and Misinformation'."
2896,incitement,0.85,"The text suggests a connection between 'bronies' and 'white nationalism,' which elevates a known hate ideology. The use of hashtags like '#gay' and '#newright' further implies an alignment with extremist views, fitting the criteria for incitement to violence by promoting ingroup unity and power."
11011,white_grievance,0.85,"The text implies a frustration or grievance over the perceived lack of benefit for white people under a specific political figure. This aligns with the 'White Grievance' category, which often involves expressing dissatisfaction with the perceived privileges of minority groups and casting the majority group as victims."
21436,stereotypical,0.85,"The text 'Native Amerian Studies boils down to 'kill whitey'.' uses a stereotype to misrepresent and demean Native American Studies, implying that it promotes violence against white people. This falls under the category of 'Stereotypes and Misinformation' as it associates a protected class with negative attributes and spreads misinformation."
14133,white_grievance,0.95,"The text expresses frustration over perceived privileges given to minority groups through civil rights laws, suggesting that these laws are actually harming white people. The use of the hashtag #whitegenocide further emphasizes the idea that white people are the real victims, which aligns with the 'White Grievance' category."
7590,stereotypical,0.9,"The text stereotypes Muslims by associating Islam with hate, which is a negative attribute. This fits the category of 'Stereotypes and Misinformation' as it associates a protected class (Muslims) with a negative attribute (hate)."
14681,white_grievance,0.9,"The text emphasizes the contributions and principles of white people, implicitly suggesting that other groups have not contributed as significantly. This aligns with the 'White Grievance' category, which often highlights the perceived superiority and contributions of the majority group while downplaying or ignoring the contributions of minority groups."
17935,white_grievance,0.9,"The text expresses a desire for whites to engage in identity politics and assert their political ambitions, which aligns with the 'White Grievance' class. This class includes frustration over perceived privileges of minority groups and casts majority groups as victims, which is implicitly suggested by the desire for whites to assert themselves politically like other races."
19713,irony,0.9,The text uses sarcasm and humor to demean the LGBT community by implying that only people with 'half a brain' use LGBT-friendly language. This fits the category of 'Irony' as it masks hatred and derision behind a humorous facade.
16522,white_grievance,0.9,"The text 'white genocide accelerates in france : at least 1 in 3 newborns are non-white via' strongly suggests a sense of frustration and grievance over the perceived decline of the white population. The use of the term 'white genocide' implies that the increase in non-white newborns is a threat to the white population, aligning with the 'White Grievance' category which often casts majority groups as victims of minority groups' perceived privilege."
3647,incitement,0.9,"The text 'white and black is none of our business ; only aryans are invited' implies an elevation of a known hate ideology by specifically mentioning 'aryans,' which is closely associated with white supremacy and Nazism. This aligns with the 'Incitement to Violence' class, as it flaunts ingroup unity and power by excluding other racial groups."
20635,stereotypical,0.9,"The text uses the term 'illegals' to refer to undocumented immigrants, which is a derogatory and dehumanizing term. It also stereotypes this group as a financial burden on taxpayers, associating them with negative economic attributes. The phrase 'send them back' implies a desire for their removal, which aligns with the stereotypical and misinformation class of implicit hate speech."
18160,irony,0.9,"The text uses sarcasm and irony to demean and attack a protected class, specifically targeting Democrats and implying a racial bias. The phrase 'democrat race baiters' is used sarcastically to suggest that Democrats are falsely accusing white people of racism, which fits the category of irony in implicit hate speech."
20218,threatening,0.9,"The text '#bansharialaw deport all moslems' conveys a speaker's commitment to the removal of rights and opportunities for a specific group, Muslims. The use of the word 'deport' implies a forced removal, which is a form of intimidation and a violation of rights. This aligns with the 'Threatening and Intimidation' class, which includes subtle forms of intimidation and threats related to implicit violation of rights and freedoms."
19548,inferiority,0.9,"The text uses dehumanizing language ('feral beasts') to describe a group of people, implying they are inferior and a threat to 'our people.' This aligns with the 'Inferiority Language' class, which includes dehumanization and toxification, both early warning signs of genocide."
4888,stereotypical,0.85,"The text implies that white people are ignorant and incapable of recognizing terrorism, which is a negative stereotype. It associates a protected class (white people) with negative attributes, fitting the 'Stereotypes and Misinformation' category."
10658,white_grievance,0.85,"The text expresses frustration over a perceived loss of relevance for white Americans, implying that they are being marginalized or victimized. The phrase 'one knee at a time' likely refers to the act of kneeling during the national anthem, which is often associated with protests against racial injustice. This aligns with the 'White Grievance' category, where majority groups are cast as victims of minority groups' actions."
12126,white_grievance,0.85,"The text suggests that the Republican Party (GOP) should explicitly align itself with 'white Christian America' or face extinction. This aligns with the 'White Grievance' category, as it implies frustration over perceived threats to the majority group's identity and privileges, casting them as victims if their interests are not prioritized."
19925,stereotypical,0.85,"The text uses derogatory language ('sleezebags') and associates specific individuals (Hillary Clinton and Husan Obama) with negative attributes, implying they are socialists and should be excluded. This aligns with the 'Stereotypes and Misinformation' class, which involves associating a protected class with negative attributes and misinformation."
14729,incitement,0.9,"The text 'white pride world wide t-shirt from the white resister : via' contains language that flaunts ingroup unity and power, which is characteristic of the 'Incitement to Violence' class. The phrase 'white pride' and the mention of 'the white resister' suggest a promotion of white supremacist ideologies and unity among white supremacists, which can be seen as inciting violence or extremist behavior."
1909,incitement,0.9,"The text suggests that the presence of 'larping nazis' on mainstream media outlets like CNN and MSNBC would benefit 'our cause.' This implies an elevation of known hate groups and ideologies, which aligns with the 'Incitement to Violence' class. The language flaunts ingroup unity and power, which is a characteristic of this category."
2752,white_grievance,0.85,"The text emphasizes the idea that only white Christians can assimilate within a white Christian culture, implying frustration and grievance over the perceived inability of other races to do the same. This aligns with the 'White Grievance' category, which often expresses frustration over minority groups' perceived inability to integrate and casts majority groups as victims."
19994,inferiority,0.85,"The text uses the derogatory term 'fags' to refer to a group of people, implying that they are inferior and should find their own country. This language dehumanizes the targeted group and suggests they do not belong, which aligns with the 'Inferiority Language' class."
12469,white_grievance,0.9,"The text suggests that whites are under threat and need to fight for their survival, which aligns with the 'White Grievance' category. It implies that whites are the real victims and need to take action, which is a common theme in white grievance narratives."
11704,stereotypical,0.9,"The text associates a protected class (Arabs) with negative attributes (criminality), which fits the category of 'Stereotypes and Misinformation'. The statement '75 % of berlin criminals are arabs' perpetuates a negative stereotype about Arabs being criminals, which is a form of implicit hate speech."
10888,stereotypical,0.85,"The text implies a stereotype that white males who vote for a particular candidate (Clinton) must be gay, associating a protected class (white males) with a negative attribute (being gay in a derogatory context). This fits the category of 'Stereotypes and Misinformation' as it uses a stereotype to demean a group."
3269,incitement,0.9,"The text references Richard Spencer, a known white supremacist, and mentions a 'white ethnostate,' which is a concept associated with white nationalism and the idea of creating a state exclusively for white people. This aligns with the 'Incitement to Violence' class, as it elevates known hate ideologies and implies ingroup unity and power."
11675,stereotypical,0.85,"The text uses stereotypical language to associate Muslims with intolerance and aggression, suggesting that the mere existence of non-Muslims ('infidels') offends Islam. This perpetuates a negative stereotype about a protected class, aligning with the 'Stereotypes and Misinformation' category."
20336,threatening,0.9,"The text suggests removing individuals and their families from the country, which implies a commitment to their removal and potential violation of their rights. This aligns with the 'Threatening and Intimidation' class, as it conveys a speaker's commitment to a target's loss or violation of rights."
19227,inferiority,0.85,"The text uses derogatory language and implies that Black people are inferior by using the phrase 'go fuck yo sisters,' which is a dehumanizing and insulting statement. This aligns with the 'Inferiority Language' class, which includes dehumanization and assaults on human dignity."
15828,stereotypical,0.9,"The text associates a protected class (non-white individuals) with a negative attribute (being wanted criminals). This falls under the category of 'Stereotypes and Misinformation,' which includes associating a protected class with negative attributes such as crime."
7575,irony,0.85,"The text uses sarcasm and irony to demean and attack a protected class, specifically white people. The hashtag '#myjihad' and the statement 'to kill all the white people on this bus' are used in a sarcastic manner to mock and belittle, fitting the category of irony in implicit hate speech."
1707,stereotypical,0.9,"The text uses a stereotype to associate a protected class (Jews) with negative attributes, specifically the suppression of free speech. This aligns with the 'Stereotypes and Misinformation' class, which includes associating a protected class with negative attributes."
11936,incitement,0.9,"The text uses the phrase 'white genocide,' which is a known extremist ideology that suggests the white population is being systematically replaced by non-white populations. This language is often used to incite fear and potentially violence, aligning with the 'Incitement to Violence' class."
19352,inferiority,0.85,"The text implies that people who follow religion are 'fools' and refers to religion as a 'defect of humanity.' This language dehumanizes and toxifies religious individuals, suggesting they are inferior, which aligns with the 'Inferiority Language' class."
5679,stereotypical,0.85,"The text implicitly associates a negative attribute (terrorism) with a protected class (Muslims) by highlighting the phrase 'this is for Allah.' This reinforces the stereotype that Muslims are associated with terrorism, fitting the category of 'Stereotypes and Misinformation.'"
3503,irony,0.85,"The text uses sarcasm to demean and attack a protected class, specifically the LGBTQ+ community, by questioning their identity and belonging. The use of the term 'sodomy' in a derogatory manner and the sarcastic tone suggest an underlying hatred masked by irony."
16645,white_grievance,0.9,"The text expresses frustration over the perceived double standard where expressing pride in being white is considered racist, while expressing pride in other identities is not. This aligns with the 'White Grievance' category, which includes frustration over a minority group's perceived privilege and casting majority groups as the real victims of racism."
