post_id,implicit_class,confidence,explanation
21157,irony,0.9,"The text uses a popular song lyric in a derogatory context to make a sarcastic comment about the rights of black people, which fits the definition of irony in the taxonomy."
20259,stereotypical,0.85,"The text 'no daca, no free rides, no special protections for illegal immigrants, deport the bad guys, better vetting process is needed now.' implies negative stereotypes about immigrants, particularly associating them with taking advantage of the system ('free rides') and being criminals ('bad guys'). This aligns with the 'Stereotypes and Misinformation' class, which involves associating a protected class with negative attributes. The language suggests a need for stricter measures against immigrants, which can be seen as a form of stereotyping and misinformation."
12763,inferiority,0.95,"The text implies that the country was founded for a specific racial group, suggesting superiority and exclusivity, which fits the 'Inferiority Language' category."
19572,inferiority,0.85,"The text uses dehumanizing language ('degenerate pigs') and associates the group with moral corruption ('they'll sell the country over anal sex'), which fits the 'Inferiority Language' class. The language implies moral inferiority and dehumanization, aligning well with this category."
16377,white_grievance,0.9,"The text implies a frustration over the perceived actions of a political party (Democrats) and their impact on the demographic makeup of the country, aligning with the concept of 'White Grievance' where the majority group feels victimized by the actions of a minority group or their supporters."
19185,stereotypical,0.9,"The text uses negative stereotypes to criticize diversity and associates a group with negative attributes, fitting well within the Stereotypes and Misinformation category."
18467,white_grievance,0.9,"The text expresses frustration over the perceived loss of control by whites and the inability of non-white areas to maintain 'western freedom.' This aligns with the 'White Grievance' category, which includes frustration over a minority group's perceived privilege and casting majority groups as the real victims of racism."
67,white_grievance,0.8,"The text 'only racist if you're white this just makes you smart' implies that only white people can be racist and that recognizing this makes one smart. This aligns with the category of white grievance, where the frustration is directed at the perceived privilege of minority groups and the unfair treatment of the majority group."
19711,threatening,0.9,"The text uses a strong metaphor of 'stoning' which could be seen as threatening or intimidating, even though it does not explicitly call for violence. The phrase 'voting her out of office' indicates a political action rather than physical violence, but the overall tone aligns with the 'Threatening and Intimidation' category."
2179,threatening,0.9,"The text emphasizes the importance of following laws and respecting citizens, implying that those who do not comply should leave. This aligns with the category of 'Threatening and Intimidation' because it suggests a removal of opportunities and rights for those who do not comply."
21372,irony,0.9,"The text uses sarcasm and humor to demean lesbians, which fits the 'Irony' category. The phrase 'you people' is particularly derogatory and sarcastic, reinforcing this classification."
20871,incitement,0.9,"The text 'Waiting for riots? White girl fatally stabbed at gov't school by...' is framed to provoke a violent reaction, which aligns with incitement to violence. The mention of the victim's race adds a layer of white grievance, but the primary intent is incitement to violence."
16829,white_grievance,0.95,"The text defends a position that could be seen as racist by distinguishing between 'being racist' and 'being aware of a race problem.' The use of the term 'racial invasion' suggests a perceived threat from other races, which is a common theme in white grievance rhetoric. The language and intent align with the frustration over a perceived threat from minority groups and the casting of the majority group as victims."
19794,irony,0.85,"The text uses sarcasm to dismiss the idea that the photo is real and to belittle the person who believes it. The phrase 'aww, you want to believe it, don't you?' is a clear example of using sarcasm to demean the person being addressed."
9387,white_grievance,0.95,"The text expresses frustration over the perceived oppression of white people, casting them as victims. This aligns with the 'White Grievance' category, which includes language that portrays majority groups as the real victims of racism. The phrase 'whitepeople are the most hated & oppressed group in the us' directly fits this category, as it suggests that white people are unfairly targeted and oppressed."
544,white_grievance,0.95,"The text expresses frustration over the perceived disadvantage of white people, which is a key characteristic of 'White Grievance.' The use of the term 'gentiles' adds a religious dimension, but the core message is about the perceived unfair treatment of white people, fitting the 'White Grievance' category."
5300,white_grievance,0.95,"The text mentions 'genocide of the white race,' which suggests a narrative of victimhood for the white race. This aligns with the concept of 'White Grievance,' where there is frustration over perceived threats to the majority group."
12187,white_grievance,0.95,"The text portrays the white race as a victim and expresses frustration over perceived privilege, which aligns with the 'White Grievance' category."
6469,stereotypical,0.85,"The text questions the need for tolerance towards Islam, implying that Islam itself is intolerant. This fits the category of 'Stereotypes and Misinformation' as it associates a protected class (Muslims) with a negative attribute (intolerance)."
15279,white_grievance,0.9,"The text expresses frustration over perceived setbacks for white people and mentions 'race baiters,' which aligns with the characteristics of 'White Grievance.'"
17353,white_grievance,0.9,"The text expresses frustration over a perceived double standard where 'white racial bigotry' is condemned, but 'blm / antifa anti white stuff' is considered acceptable. This fits well into the category of 'White Grievance,' which includes frustration over a minority group's perceived privilege and casting majority groups as the real victims of racism."
18265,stereotypical,0.9,"The text generalizes a group of people as violent and dangerous, associating them with negative attributes like killing. This falls under 'Stereotypes and Misinformation' because it spreads negative stereotypes without specific evidence."
2735,inferiority,0.9,"The text implies that the current situation is the 'natural state' of a group, suggesting inherent inferiority. The mention of 'white cultural hegemony' further supports the idea of white superiority, which fits the 'Inferiority Language' category."
20921,inferiority,0.95,"The text uses dehumanizing language such as 'purging them from society' and 'genocide,' which are clear indicators of inferiority language. The use of sarcasm is secondary to the primary intent of dehumanization and violence."
21075,stereotypical,0.95,"The text uses a joke to spread a negative stereotype about Jews being greedy, which fits well within the category of 'Stereotypes and Misinformation.'"
5797,threatening,0.9,"The text uses strong language like 'extermination' and focuses on 'non-white immigration,' suggesting a threat to the rights and freedoms of non-white immigrants. This aligns with the 'Threatening and Intimidation' category."
20478,threatening,0.85,"The text 'not even a ticket. let them leave the same way they came.' conveys a clear desire to see a group removed, which is a form of intimidation. The dismissive tone and the phrase 'let them leave the same way they came' suggest a commitment to the group's removal, aligning with the class of Threatening and Intimidation."
20088,threatening,0.8,"The text implies removing opportunities for non-Americans, which is a form of intimidation. The phrase 'start dreaming in your home countries' suggests that non-Americans should leave, which is a clear form of intimidation."
4159,white_grievance,0.9,"The text expresses a longing for a 'white ethno state' and implies that such a state would be peaceful and friendly, suggesting that the current situation is not. This aligns with the 'White Grievance' category, which includes frustration over perceived privileges of minority groups and casts majority groups as victims. The language is linked to extremist behavior and support for violence, as it idealizes a segregated society based on race."
5381,stereotypical,0.9,"The text challenges a commonly held stereotype about serial killers, which fits the category of 'Stereotypes and Misinformation.' The use of the phrase 'the end of a myth' is not strong enough to classify it as irony."
13646,stereotypical,0.85,"The text implies that Muslims in America follow a false version of the Koran and that the Koran teaches them to convert or kill non-Muslims. This perpetuates negative stereotypes and misinformation about Muslims, aligning with the category of 'Stereotypes and Misinformation.'"
7789,stereotypical,0.9,"The text uses irony to mask hate speech directed at Muslims, but the primary intent is to spread a negative stereotype about Muslims. The class is 'Stereotypes and Misinformation'."
18844,stereotypical,0.9,"The text 'no more white submissivism to jewish globalism' primarily perpetuates a negative stereotype about Jews controlling global affairs, which is a common anti-Semitic trope. While there is an element of white grievance, it is secondary to the stereotype and misinformation being spread."
9742,incitement,0.9,"The text mentions 'national socialism,' which is a term often associated with Nazism. This reference to a known hate ideology strongly suggests incitement to violence, even though the text does not explicitly call for violence."
10803,incitement,0.88,"The text discusses a future desired race war, which is a clear indicator of incitement to violence, even if it is not explicitly calling for immediate action."
18359,white_grievance,0.95,"The text mentions 'white genocide' and 'non-white newborns,' which suggests a concern about demographic changes in France. This aligns with 'White Grievance,' as it implies that the majority group (whites) is being victimized. The language and intent of the text support this classification."
10771,incitement,0.9,"The text mentions moving back to the South and joining the 'sn movement,' which could be a reference to a known hate group or ideology. This strongly suggests 'Incitement to Violence,' especially if 'sn' is a known hate group."
20759,threatening,0.85,"The text implies a commitment to the removal of illegal immigrants, which can be interpreted as a subtle form of intimidation and a violation of rights. The phrase 'can't happen soon enough' suggests urgency and a strong desire for this action to occur, aligning with the 'Threatening and Intimidation' class. While it does not explicitly mention violence, the underlying tone conveys a speaker's commitment to a target's removal, which is a form of implicit threat."
12182,white_grievance,0.9,"The text expresses frustration over the perceived lack of success of white nationalism in certain regions compared to southern nationalism. This aligns with the 'White Grievance' category, which includes frustration over a minority group's perceived privilege and casting majority groups as the real victims of racism."
4644,stereotypical,0.8,"The text includes a direct statement of hatred towards 'lefties,' which is a clear indication of stereotyping and misinformation. The use of irony and white grievance are present but secondary to the direct attack on 'lefties.'"
21322,irony,0.95,"The text uses a common metaphor about optimism and pessimism but then introduces a derogatory comment about feminism. This suggests it falls under 'Irony' because it uses humor to demean a protected class. The use of the phrase 'the glass is raping me' in the context of feminism is clearly sarcastic and meant to demean, fitting well with the definition of 'Irony' in the taxonomy."
15645,irony,0.9,"The text uses sarcasm and the hashtag '#justiceforjack' to mock the idea that Jack Phillips should be forced to bake a cake for a same-sex wedding. This fits the category of Irony, as it uses humor and satire to demean a protected class or individual."
21175,irony,0.95,"The text uses sarcasm and humor to demean Stephen Hawking, a renowned physicist who had a severe physical disability. The phrase 'turning off and on again' is a common troubleshooting joke in IT, but in this context, it is used to mock Hawking's condition, implying that he is less than human or comparable to a malfunctioning machine. This fits the category of 'Irony' as it uses humor to attack an individual based on their protected characteristics."
20109,stereotypical,0.9,"The text 'no, send them back. they are a drain on our economy. come in here legally' primarily falls under 'Stereotypes and Misinformation' because it perpetuates the negative stereotype that immigrants are harmful to the economy. While there is a threatening element with 'send them back,' the main focus is on the economic impact, making 'Stereotypes and Misinformation' the most likely class."
2896,incitement,0.9,"The text uses irony to mask the underlying message of elevating white nationalist ideologies, which falls under the 'Incitement to Violence' category."
11011,white_grievance,0.9,"The text questions the benefits of a political figure for a specific majority group, implying frustration and grievance. This aligns with the category of white grievance, as it focuses on the perceived lack of benefits for white people."
21436,white_grievance,0.9,"The text expresses frustration over a perceived privilege of Native American Studies and casts white people as victims, which is a key characteristic of 'White Grievance'."
14133,white_grievance,0.95,"The text portrays white people as victims of civil rights laws and uses the hashtag '#whitegenocide,' which strongly indicates 'White Grievance.'"
7590,stereotypical,0.85,"The text defends 'jw' as a truth organization and then attacks Islam by saying it is all about hate. This is a clear example of misinformation and stereotyping. The hashtag '#ar' could be targeting Arabs or Arabic-speaking people, which further supports the idea that the text is spreading a negative stereotype about Islam."
14681,white_grievance,0.9,"The text emphasizes the contributions and principles of white people, which aligns with the 'White Grievance' category. It does not fit into other categories such as 'Incitement to Violence,' 'Irony,' 'Stereotypes and Misinformation,' 'Threatening and Intimidation,' or 'Inferiority Language.'"
17935,white_grievance,0.9,"The text advocates for whites to engage in identity politics and assert their political ambitions, suggesting a sense of grievance that whites are not doing so as other races do. This aligns with the category of 'White Grievance.'"
19713,inferiority,0.9,"The text uses irony to convey inferiority language, demeaning the intelligence of those who support LGBT-friendly initiatives. The primary intent is to demean a protected class, which fits the inferiority language category."
16522,white_grievance,0.95,"The text mentions 'white genocide,' which is a term often used to imply that white people are being systematically replaced or eliminated. This aligns well with 'White Grievance,' as it casts white people as victims of demographic change. The overall tone and context strongly suggest this classification."
3647,incitement,0.9,"The text 'white and black is none of our business ; only aryans are invited' elevates a known hate ideology by mentioning 'aryans' and excluding other groups, which aligns with the characteristics of 'Incitement to Violence.'"
20635,stereotypical,0.9,"The text 'illegals are bankrupting the taxpayers. send them back.' primarily spreads a negative stereotype about undocumented immigrants being a financial burden. While there is a hint of threat in 'send them back,' the main intent is to spread misinformation, making 'Stereotypes and Misinformation' the most likely class."
18160,irony,0.9,"The text uses sarcasm to demean a protected class, with phrases like 'crazy black man' and 'democrat race baiters.' The sarcastic tone and the use of stereotypes make it clear that this is the most likely classification."
20218,threatening,0.9,"The text '#bansharialaw deport all moslems' directly calls for the deportation of all Muslims, which is a clear threat to their rights and freedoms. While it also contains elements of stereotyping and inferiority language, the primary intent is to intimidate and threaten a specific group based on their religious beliefs."
19548,inferiority,0.9,"The text uses dehumanizing language such as 'feral beasts' to describe a group of people, which is a clear indicator of Inferiority Language. While there are elements of White Grievance and Stereotypes, the dehumanizing language is the most prominent feature."
4888,stereotypical,0.9,"The text addresses a specific group (white people) and criticizes their ignorance, mentioning 'white mass murderer' and 'terrorist,' which implies a stereotype or misinformation. The primary intent is to highlight a perceived stereotype and misinformation about white people's views on terrorism, rather than using irony or casting white people as victims of racism."
10658,white_grievance,0.8,"The text reflects a sense of grievance among white people due to perceived disrespect or loss of status, particularly in relation to the act of kneeling during the national anthem. This aligns with the 'white_grievance' category, where the majority group feels victimized."
12126,white_grievance,0.95,"The text implies that the Republican Party (GOP) should be the party of 'white Christian America' or it will cease to exist. This suggests a frustration over the perceived loss of privilege for a majority group, which aligns with 'White Grievance.'"
19925,stereotypical,0.9,The text uses derogatory language ('sleezebags') and a political slogan ('build that damn wall') that implies negative attributes associated with immigrants and specific individuals. This fits well under the category of 'Stereotypes and Misinformation'.
14729,white_grievance,0.9,"The text mentions 'white pride world wide' and 'white resister,' which suggest a sense of victimhood and resistance. This aligns with the 'White Grievance' category, which includes frustration over perceived privileges of minority groups and casting majority groups as the real victims of racism."
1909,incitement,0.9,"The text mentions 'larping nazis' and the need for more representation of these ideologies on mainstream media for 'our cause.' This aligns with the definition of incitement to violence, as it promotes extremist ideologies and flaunts ingroup unity and power."
2752,white_grievance,0.9,"The text expresses frustration with the idea of multiculturalism and suggests that only white Christians can assimilate with each other. This aligns with the characteristics of 'White Grievance,' which includes frustration over a minority group's perceived privilege and casting majority groups as the real victims of racism."
19994,inferiority,0.9,"The text uses a derogatory slur against the LGBTQ+ community, which is a form of dehumanization and inferiority language. The phrase 'go find your own country' suggests exclusion and removal, further emphasizing the inferiority of the target group."
12469,white_grievance,0.95,"The text emphasizes racial issues and calls for whites to fight for their survival, which is a common theme in 'White Grievance.' It does not explicitly incite violence, use irony, stereotypes, inferiority language, or threatening language."
11704,stereotypical,0.95,"The text uses a statistic to associate Arabs with crime, which is a form of stereotyping and misinformation. The lack of context and the use of hashtags suggest that the intent is to spread a negative stereotype about Arabs."
10888,irony,0.95,"The text uses sarcasm to demean a white male who votes for Clinton by questioning his sexual orientation. This fits the definition of irony in the taxonomy, as it uses humor to attack or demean a protected class or individual."
3269,incitement,0.95,"The text mentions Richard Spencer, a known white supremacist, and the concept of a 'white ethnostate,' which is a core belief of white supremacist groups. This aligns with the definition of 'Incitement to Violence' as it elevates known hate groups and ideologies."
11675,stereotypical,0.9,"The text reinforces a negative stereotype about Muslims being offended by the mere existence of non-Muslims. The use of the dehumanizing term 'infidels' supports this stereotype, making 'Stereotypes and Misinformation' the most likely class."
20336,stereotypical,0.9,"The text 'deport these daca people and their illegal parents' primarily stereotypes DACA recipients and their parents as undesirable and associates them with negative attributes, fitting best under 'Stereotypes and Misinformation.'"
19227,irony,0.95,"The text uses sarcasm and derogatory language to attack the Black Lives Matter movement and black people. The phrase '#blacklivesmatter you idiots' and 'go fuck yo sisters' clearly indicate irony. The statement 'black people are equal to white people' in this context is likely sarcastic, fitting the irony category."
15828,stereotypical,0.95,"The text uses a statistic to associate non-whites with criminality, which fits into the category of 'Stereotypes and Misinformation' as it creates a negative stereotype about a protected class."
7575,incitement,0.85,"The text explicitly mentions killing white people, which is a direct call to violence. The use of irony does not negate the threat but rather masks it, making it implicit hate speech."
1707,inferiority,0.85,"The text dehumanizes Jews by implying they are against free speech, which is a form of inferiority language."
11936,white_grievance,0.95,"The text mentions 'white genocide,' which is a term often used to imply that white people are being systematically replaced or eliminated. This aligns with 'White Grievance' as it portrays white people as victims and is linked to extremist behavior and support for violence."
19352,stereotypical,0.9,"The text associates religious people with the negative attribute of being fools, which is a form of misinformation that feeds stereotypes. This fits under the category of 'Stereotypes and Misinformation'."
5679,stereotypical,0.95,"The text mentions a terrorist attack and includes the phrase 'this is for Allah,' which associates Muslims with terrorism. This fits into the category of 'Stereotypes and Misinformation' because it reinforces negative stereotypes about Muslims."
3503,irony,0.9,"The text uses sarcasm to question the inclusion of a behavior within the identity of a specific group, which aligns with the definition of irony in the taxonomy. The sarcastic tone and the questioning of identity are key indicators of this category."
16645,white_grievance,0.9,"The text uses sarcasm and humor to express frustration over the perceived double standards in what is considered racist, specifically highlighting the grievance that being proud of one's white identity is seen as racist while being proud of other identities is not. This aligns with the 'White Grievance' category, which includes frustration over a minority group's perceived privilege and casting majority groups as the real victims of racism."
12893,incitement,0.9,The text's repetitive use of 'love hate' and the mention of 'white nationalists' strongly suggest incitement to violence. The sarcastic tone is a secondary element that does not negate the primary message of incitement.
11114,threatening,0.85,"The text directs people to report undocumented immigrants to ICE, which is a form of intimidation. The reference to 'kkklanneed' could be a typo or a deliberate reference to the Ku Klux Klan, adding an element of incitement. The overall intent is to intimidate and threaten undocumented immigrants by encouraging reporting them to ICE."
19726,incitement,0.9,The text's graphic nature and the suggestion of filming the violent act for entertainment align with inciting violence rather than a direct threat to a specific individual or group.
19200,inferiority,0.9,"The text uses the phrase 'human being' to imply that the target group is not human, which is a clear sign of dehumanization. The sarcastic tone is secondary to the primary intent of dehumanization, making it Inferiority Language."
13402,incitement,0.85,"The text suggests a deliberate and organized effort to 'destroy the white race' through 'weaponized artificial mass migration,' which aligns with the 'Incitement to Violence' category. The language flaunts ingroup unity and power, implying a call to action or resistance against this perceived threat. The use of terms like 'destroy' and 'weaponized' indicates a narrative that could incite fear and potentially violent responses, fitting the criteria for incitement."
10369,white_grievance,0.9,"The text uses irony to express frustration over a perceived threat to white people, casting them as victims of a liberal conspiracy. This aligns with the 'White Grievance' class, which includes frustration over a minority group's perceived privilege and casting majority groups as the real victims of racism."
353,incitement,0.9,"The text 'come together white people or perish' implies a sense of urgency and unity among white people, which could be a form of incitement to violence. The phrase 'or perish' suggests a threat or fear of extinction, which aligns with incitement to violence."
19171,inferiority,0.95,"The text dehumanizes a group of people by comparing them to animals and suggesting they are incapable of using basic facilities like urinals. This aligns with the 'Inferiority Language' category, which includes dehumanization and toxification."
21125,stereotypical,0.88,"The text uses irony to demean an Ethiopian baby, reinforcing a negative stereotype about Ethiopians. The primary intent is to stereotype negatively, making 'Stereotypes and Misinformation' the most likely class."
19252,inferiority,0.95,"The text uses dehumanizing language by referring to the target group as 'animals' and implies that they have been this way for a long period, reinforcing the idea of their inferiority. The goal of spreading misery further supports the notion of their perceived inferiority and the threat they pose, which is a common theme in inferiority language."
20438,other,0.75,"The text 'kill them' is explicit in its call for violence but implicit in its target, making it difficult to classify under any specific category. Therefore, 'Other' seems the most appropriate classification."
20741,incitement,0.9,"The text contains a direct call to action 'name the enemy to defeat it,' which is a strong indicator of incitement to violence. The religious and political context (#biblical #trump) supports this interpretation, as it suggests rallying a specific group against Muslims."
9368,irony,0.9,"The text uses sarcasm and irony to demean a protected class or individual. The phrase 'we need more 'racist people' like you' is sarcastic and aims to mock the idea of being labeled as racist. The mention of 'the left' and 'Obama' suggests a political context, which fits the irony category."
15488,inferiority,0.9,"The text uses derogatory language ('low IQ 3rd worlder') to imply the inferiority of a group, which aligns with the 'Inferiority Language' class. The focus is on demeaning a group rather than expressing grievance or threatening, making this the most likely classification."
11787,white_grievance,0.95,"The text mentions 'only white men have a declining life expectancy' and compares it to the AIDS epidemic in Africa, suggesting a sense of grievance and victimhood among white men. The sarcastic tone in 'shut up whitey right?' reinforces this, indicating frustration over perceived lack of attention to white men's issues."
21339,stereotypical,0.92,"The text uses a rhetorical question to imply a negative attribute about black people, making a generalization about them and associating them with a negative behavior. This fits the definition of stereotyping."
2581,stereotypical,0.9,"The text 'switzerland : africans kill elderly white man then start screaming about racism #swrm #smh #racism via' primarily falls under the category of 'Stereotypes and Misinformation' because it associates Africans with negative attributes such as violence and hypocrisy. The use of hashtags like #swrm and #smh suggests a sarcastic or ironic tone, but the core message is about the negative portrayal of Africans, which is stereotyping."
10037,white_grievance,0.95,"The text expresses frustration over a minority group's perceived privilege and casts the majority group as the real victims of racism. The language used does not explicitly incite violence or use inferiority language, making 'White Grievance' the most fitting category."
18405,threatening,0.85,"The text 'you are anti white' is most likely a form of Threatening and Intimidation, as it conveys a speaker's commitment to the target's perceived bias, which could be intimidating or threatening to their rights and freedoms."
19935,irony,0.8,"The text uses sarcasm and humor to demean the legal process and the individuals involved, with the mention of the judge being a Muslim as a significant secondary aspect."
6605,irony,0.95,"The text uses sarcasm and humor to attack or demean a protected class or individual, fitting well under the 'Irony' category. The repetition of 'jew' and the command 'run!' are clearly sarcastic and meant to provoke a reaction."
