post_id,implicit_class,confidence,explanation
19772,incitement,0.85,"The text 'fighting anti-american liars and commie goons makes me feel great! more people should try it.' uses derogatory terms such as 'anti-American liars' and 'commie goons' to refer to political or ideological groups. The phrase 'fighting' suggests a confrontational stance, and the call to action 'more people should try it' encourages others to engage in this behavior. The positive sentiment 'makes me feel great' reinforces the idea that such actions are desirable. This combination of coded language and indirect promotion of prejudice aligns with the characteristics of implicit hate speech, specifically incitement to violence. The text flaunts ingroup unity and power, which is a key characteristic of the 'Incitement to Violence' class."
3876,inferiority,0.85,"The text uses derogatory language ('weak willed moral cowardice') to target a specific political group ('postwar right'), suggesting a lack of moral strength and susceptibility to manipulation through fear. This can be seen as promoting prejudice against this group through coded language and stereotypes, fitting the criteria for implicit hate speech. The language implies that the targeted group is inferior, aligning with the 'Inferiority Language' class, which includes dehumanization and assaults on human dignity."
13720,stereotypical,0.9,"The text 'us murders concentrated in non-white counties #swrm #us via' suggests that non-white populations are more prone to criminal activity, which aligns with the 'Stereotypes and Misinformation' class. This class includes associating a protected class with negative attributes such as crime, which is evident in the text. The hashtags do not provide additional context, but the statement itself can be seen as coded language that relies on cultural and social knowledge to imply negative stereotypes. This interpretation aligns with the subtype of implicit abuse that depicts identity groups as responsible for crimes or immoral acts."
21073,inferiority,0.95,"The text dehumanizes Asian people by comparing them to animals (dogs) and objects (pizza), using a stereotype about their eating habits. This indirectly promotes prejudice through coded language and stereotypes, fitting the criteria for inferiority language. The dehumanization and toxification elements are clear indicators of this class, as they are early warning signs of genocide and assaults on human dignity."
19484,inferiority,0.95,"The text uses dehumanizing language by comparing individuals to animals (dogs and pigs) in a derogatory manner. This form of dehumanization reduces the subject's worth and dignity, which is a key feature of inferiority language. The metaphors suggest that the subject is inherently flawed and incapable of change, reinforcing negative stereotypes. This aligns with the definition of 'Inferiority Language' in the taxonomy, which includes dehumanization and toxification."
1866,stereotypical,0.95,"The text uses the term 'jihadi,' which carries strong negative connotations and is often used to stereotype Muslims as violent extremists. The phrase 'wager of war' adds to the negative portrayal, suggesting that the individual is inherently violent or aggressive. The statement 'that's what he was' implies a fixed identity, reinforcing the stereotype. This interpretation aligns with the definition of implicit hate speech, as it uses coded language and stereotypes to promote prejudice."
20401,stereotypical,0.85,"The term 'invaders' is a coded reference that dehumanizes and stereotypes immigrants, implying they are hostile and unwanted. This language indirectly promotes prejudice against a protected category (national origin and ethnicity) without using explicit slurs. The context of border control and economic protectionism further supports this interpretation. The text does not fit well into other categories such as 'white grievance,' 'incitement to violence,' 'irony,' 'inferiority language,' or 'threatening and intimidation.' Therefore, the most likely classification is 'stereotypical.'"
20517,inferiority,0.85,"The text 'send them all home with no pay. that will help pay for the wall.' implies that immigrants are a financial burden and undeserving of compensation, which aligns with the 'Inferiority Language' class. The phrase 'send them all home' suggests deportation, a punitive measure that dehumanizes the group by denying their right to fair compensation. The reference to 'the wall' ties the statement to anti-immigration sentiment, further implying that immigrants are inferior and a problem to be solved. This language is consistent with the early warning signs of genocide, such as dehumanization and toxification, which are key indicators of inferiority language."
5711,inferiority,0.9,"The text suggests that immigrants from developing countries will bring problems to the host country, implying that they are inherently problematic. The phrase 'invite the 3rd world become the 3rd world' is a coded message that reinforces this idea. The statement about intelligence being hereditary and bad environments being provided by 'stupid parents' further supports the notion that immigrants from developing countries are inferior. This interpretation requires cultural and social knowledge to understand the derogatory implication, aligning with the 'Inferiority Language' class."
21379,stereotypical,0.95,"The text 'Not all gay men are sissies, but all sissies are gay.' uses the derogatory term 'sissies' to reinforce negative stereotypes about gay men, implying that being gay is inherently linked to being effeminate or weak. This coded language and stereotyping contribute to implicit hate speech by associating a protected class with negative attributes, which fits the 'Stereotypes and Misinformation' category."
5923,stereotypical,0.95,"The text 'doesn't having white friends usually clear blacks of hate crime charges?' perpetuates racial stereotypes by suggesting that Black individuals need white friends to avoid hate crime charges. This interpretation is supported by the analysis that the text contains implicit abusive language that falls under the subtype of Stereotypes. The text suggests a disparity in treatment based on race, which is a form of implicit abuse through stereotyping."
7400,white_grievance,0.9,"The text uses rhetorical questions to imply that the white race is being unjustly targeted and replaced, which aligns with the 'White Grievance' category. The language suggests frustration over perceived threats to the white race and casts them as victims, which is a common theme in white grievance narratives. The use of coded language and abstract references further supports this classification."
18564,stereotypical,0.95,"The text generalizes Muslims as a group responsible for violent acts and reinforces negative stereotypes. The mention of a 'media blackout' suggests that such incidents are common but are systematically ignored by the media, implying that Muslims are a threat. The hashtag '#tcot' suggests that the message is aimed at a conservative audience who might already hold negative views about Muslims, further amplifying the stereotype. Additionally, the text is intended to incite fear and hatred against Muslims by portraying them as violent and dangerous, suggesting a hidden danger that the public is not aware of."
1150,stereotypical,0.9,"The text 'white girl shot to death for fun by black racist murders ! read more : via' uses coded language and stereotypes to promote racial prejudice. It attributes a violent crime to black individuals, suggesting that they are inherently violent and racist. The phrase 'for fun' reinforces a callous and violent nature, and the use of 'black racist murders' dehumanizes the group. The text also incites racial hatred by portraying black people as a threat to white people, aiming to create fear and animosity between racial groups. This aligns with the 'Stereotypes and Misinformation' class, which associates a protected class with negative attributes such as crime."
17214,incitement,0.85,"The text uses the highly provocative phrase 'race war' and describes a violent incident targeting white students without specifying the perpetrators. This leaves room for readers to fill in the blanks with their own biases, potentially exacerbating racial tensions. The overall tone and choice of words can be interpreted as an attempt to incite fear and anger, which aligns with the characteristics of implicit hate speech. The phrase 'race war' and the description of the violent incident are likely to incite further violence and racial tension, which fits the 'Incitement to Violence' category."
10297,irony,0.95,"The text uses sarcasm to mock and belittle the group 'antifa' by suggesting they are gullible and easily manipulated. The phrase 'and they fell for it' is a classic example of sarcasm, where the literal meaning (that they were successfully lured away) is the opposite of the intended implication (that they are gullible). The use of 'lure' suggests a deliberate attempt to deceive, which further emphasizes the idea that 'antifa' is easily fooled. The overall tone of the text is dismissive and mocking, indicating a negative attitude towards the group. This aligns with the 'Irony' class, which refers to the use of sarcasm, humor, and satire to attack or demean a protected class or individual."
9303,irony,0.85,"The text uses sarcasm and irony to attack and demean white people by equating them with white supremacists. The use of hashtags '#antiwhite' and '#antifa' further emphasizes the ironic and provocative nature of the statement, aiming to stir controversy and polarize opinions. This aligns with the definition of implicit hate speech through irony, where sarcasm and satire are used to mask underlying hatred and extremism."
13424,stereotypical,0.9,"The text suggests that Muslims are responsible for the harm and death of white people, which aligns with the 'Stereotypes and Misinformation' class. The phrase 'mangled and wounded and dead white people' clearly indicates harm and violence directed towards white individuals, and 'the lost Muslims should be nearby' implies that Muslims are in close proximity to the violence, suggesting they are the perpetrators. The use of the word 'lost' could be interpreted as a derogatory term, implying that Muslims are misguided or dangerous. This interpretation aligns with the analysis that the text falls under the subtype of 'Perpetrators,' depicting Muslims as responsible for violence against white people."
11423,incitement,0.95,"The text 'detroit : the death of white civilisation #swrm #whitegenocide via' promotes a racist and xenophobic narrative, expressing fear and hatred towards non-white populations. The phrase 'the death of white civilisation' implies a belief in the decline of white dominance, which is often used to incite fear and hatred. The hashtag '#swrm' stands for 'Stormfront,' a well-known white supremacist forum, indicating a connection to racist ideologies. The hashtag '#whitegenocide' reinforces the racist narrative by suggesting that non-white populations are a threat to the existence of white people. This interpretation falls under the category of 'Incitement to Violence,' as it elevates known hate groups and ideologies, flaunting ingroup unity and power."
19757,inferiority,0.85,"The text uses derogatory language ('babies bitching') to belittle and dismiss the concerns of BLM protestors, implying that their actions are trivial and childish. This indirectly promotes prejudice against the BLM movement and its supporters by suggesting they are inferior and not worthy of serious consideration. The language dehumanizes the protestors by comparing them to 'babies,' which fits the criteria for inferiority language."
5683,white_grievance,0.85,"The text expresses frustration over perceived anti-white sentiment from the left, particularly targeting 'white libs' as the worst offenders. The phrase 'rabid anti-white' and the dismissive tone towards professors and media suggest a grievance towards these institutions, which are often associated with liberal and progressive ideologies. The term '$ oros' could be a coded reference to a specific group or institution, implying they are part of the problem. This aligns with the 'White Grievance' category, which includes frustration over a minority group's perceived privilege and casting majority groups as the real victims of racism."
21157,stereotypical,0.9,"The text uses a pop culture reference to make a derogatory statement about black people lacking rights, which perpetuates a harmful stereotype. The structure of the text as a question and answer format suggests it could be an offensive joke. Both interpretations rely on coded language and stereotypes, which are key features of implicit hate speech. This aligns closely with the 'Stereotypes and Misinformation' class, which associates a protected class with negative attributes."
20259,stereotypical,0.85,"The text uses coded language and abstract references to convey anti-immigrant sentiment and dehumanize undocumented immigrants. Phrases like 'no daca,' 'no free rides,' 'no special protections for illegal immigrants,' 'deport the bad guys,' and 'better vetting process is needed now' imply that undocumented immigrants are undeserving, criminals, and a threat. This aligns with the 'Stereotypes and Misinformation' class, which associates a protected class with negative attributes such as crime or terrorism. The language suggests that undocumented immigrants are 'bad guys' and a threat, which are negative stereotypes."
12763,inferiority,0.85,"The text 'this country was founded by whites for whites read federalist no 2' suggests that the country belongs to white people and was intended for them, which implies the inferiority of non-white groups. The reference to 'read federalist no 2' adds a historical context that supports the idea of racial exclusivity. This aligns with the 'Inferiority Language' class, which includes language that implies one group is inferior to another and can include dehumanization and declarations of superiority of the in-group."
19572,inferiority,0.9,"The text 'they'll sell the country over anal sex. total degenerate pigs.' uses dehumanizing language ('degenerate pigs') and toxification ('sell the country over anal sex'), which are clear indicators of inferiority language. This type of language is often used to demean and dehumanize a group, aligning with the characteristics of the 'Inferiority Language' class. The experts agreed that the language and intent of the text fit this category best, with a high confidence level of 0.9."
16377,other,0.85,"The text 'the great dilemma of the democrat is to turn america non-white while still needing white votes to do it .' conveys a derogatory and divisive viewpoint about race and political strategy, implying that Democrats have a hidden agenda to change the demographic makeup of the country while still needing support from a group they are allegedly working against. The phrase 'turn America non-white' has a derogatory undertone, suggesting a negative view of demographic change. The need for 'white votes' implies a divisive strategy, where Democrats are seen as manipulating different groups for political gain. This interpretation is supported by the analysis that the text falls under the category of 'Other Implicit Abuse,' relying on cultural and social knowledge to convey an abusive implication."
19185,inferiority,0.9,"The text uses degrading language such as 'cesspool' and '3rd world habits' to imply that people from developing countries are inferior. The use of quotation marks around 'diversity' suggests a dismissive tone, further reinforcing negative stereotypes and the idea that these individuals are harmful or undesirable. This aligns with the 'Inferiority Language' class, which includes dehumanization and toxification, both early warning signs of genocide."
18467,inferiority,0.85,"The statement 'name one white area that kept western freedom after whites lost control' implies that non-white populations are incapable of upholding 'western freedom,' which is a clear indication of inferiority language. The use of the term '#cuckservative' aligns with far-right ideology, reinforcing the interpretation of implicit hate speech. The language suggests a belief in racial superiority and xenophobia, which fits well within the 'inferiority' class of implicit hate speech."
67,stereotypical,0.9,"The text 'only racist if you're white this just makes you smart .' generalizes that only white people can be racist, which is a stereotype. It also implies that being racist is a sign of intelligence, which is a biased and prejudiced viewpoint. This aligns with the definition of implicit hate speech by using coded language and stereotypes to promote prejudice. Therefore, it fits best under the 'Stereotypes and Misinformation' category."
19711,stereotypical,0.9,"The text uses coded language and stereotypes to incite hatred and animosity towards the woman by associating her with a barbaric practice. The reference to Muslims and stoning is meant to evoke strong negative emotions and draw on cultural stereotypes and biases, further fueling hatred. The theoretical context is a thin veil for the underlying malicious intent."
2179,threatening,0.85,"The text 'come to america legally with respect for our laws tax / debt payers and citizens ! and if you did not then respect our laws by leaving !' contains language that conveys a commitment to the removal of individuals who did not enter the country legally. This implies a violation of their rights and freedoms, aligning with the 'Threatening and Intimidation' class. The text suggests that those who did not enter legally should leave, which is a form of intimidation and a subtle threat to their presence in the country."
21372,stereotypical,0.95,"The text uses coded language and stereotypes to convey prejudicial attitudes. The phrase 'you people' is dehumanizing and othering, and the assumption that lesbians are not at risk for STDs is a harmful stereotype. The speaker's admission of ignorance further underscores their biases and lack of respect. This aligns with the 'Stereotypes and Misinformation' class, which associates a protected class with negative attributes or misinformation that feeds stereotypes."
20871,incitement,0.85,"The text 'Waiting for riots? White girl fatally stabbed at gov't school by...' can be classified as 'incitement to violence.' The phrase 'Waiting for riots?' implies an expectation or anticipation of a violent reaction, which aligns with the definition of incitement to violence. The mention of a 'White girl' being fatally stabbed at a government school suggests a racially charged context, and the ellipsis ('by...') leaves the identity of the perpetrator ambiguous, which can be interpreted as a deliberate omission to allow readers to fill in the blanks with their own biases. This combination can be seen as an attempt to provoke negative sentiments and blame towards a specific group, likely based on racial or ethnic lines, which is a form of incitement to violence."
16829,white_grievance,0.85,"The text 'being racist and being aware of a race problem are different things . i don't hate a race . i just love mine . we have a racial invasion here .' aligns closely with the 'White Grievance' category. The phrase 'I just love mine' suggests a strong preference for the speaker's own race, while 'racial invasion' implies frustration over the perceived presence of other races, casting the speaker's group as victims. This language is linked to extremist behavior and support for violence, fitting the definition of 'White Grievance.'"
9387,white_grievance,0.95,"The text '#whitepeople are the most hated & oppressed group in the us yet the majority of whites have done nothing but shrug and change the channel.' clearly falls under the 'White Grievance' category. It expresses frustration over the perceived victimization of white people, suggesting that they are unfairly targeted and oppressed. This narrative minimizes the struggles of other marginalized groups and positions white people as the real victims, which is a hallmark of white grievance language. The text does not incite violence, use inferiority language, employ irony, rely on stereotypes or misinformation, or convey threats. Therefore, 'White Grievance' is the most appropriate classification."
544,white_grievance,0.9,"The statement 'it's us white gentiles getting screwed!' aligns closely with the 'White Grievance' class. It expresses frustration over perceived unfair treatment, implying that white people are the real victims. The use of 'us vs. them' language and the term 'white gentiles' suggests resentment towards other groups, which is a key feature of white grievance. The phrase 'getting screwed' indicates a sense of victimhood and unfairness, which is characteristic of this class."
5300,white_grievance,0.9,"The text 'putin discusses the impending genocide of the white race' uses coded language to suggest that white people are under threat, which aligns with the 'White Grievance' class. This language casts white people as victims and implies frustration over perceived threats from minority groups, which is a common theme in white grievance narratives. The phrase 'impending genocide of the white race' is a clear indicator of this class, as it suggests a racial hierarchy and the idea that white people are under threat from other groups."
4143,inferiority,0.85,"The text 'i howl at all the white doing the die in in ferg.they think they not bigots .' uses dehumanizing language ('howl') and a dismissive attitude towards death, which aligns with the 'Inferiority Language' class. The phrase suggests that white people are inferior and dehumanizes them by comparing their deaths to something that one would 'howl' at, implying a lack of empathy and respect. The underlying accusation of racism further supports this classification, as it implies a perceived superiority of the speaker's group over the targeted group."
12187,inferiority,0.85,"The text 'thats right . they are proud of the fact that the white race is being led to its death ... the greatest race to eve ...' contains language that implies the inferiority of the white race. The phrase 'being led to its death' suggests a harmful outcome, and the incomplete phrase 'the greatest race to eve ...' hints at a supremacist ideology that views other races as inferior. The use of 'proud' in this context further emphasizes a derogatory sentiment towards the white race, aligning with the definition of inferiority language in implicit hate speech."
6469,stereotypical,0.85,"The text 'why are we always told we should be more tolerant of islam ? why dont we ever hear that islam needs t' implicitly accuses Islam of being intolerant and suggests that the burden of tolerance should not solely be on the general public. This aligns with the 'Stereotypes and Misinformation' class, as it associates Islam with negative attributes and implies that Islam is not being held to the same standard of tolerance. The use of rhetorical questions further supports this classification, as it subtly promotes prejudice without using explicit keywords."
15279,white_grievance,0.9,"The text 'kill your just set white people back a 100 yrs and made race baiters look great!' suggests frustration over perceived setbacks for white people due to actions that benefit those who exploit racial issues. The use of 'set white people back a 100 yrs' and 'race baiters' aligns with the 'White Grievance' category, which includes frustration over a minority group's perceived privilege and casting majority groups as the real victims of racism. The language is inflammatory and intended to provoke a reaction, fitting the characteristics of white grievance."
17353,white_grievance,0.9,"The text 'to clarify they mean only white racial bigotry . the blm / antifa anti white stuff is perfectlty acceptable' aligns with the 'White Grievance' class. It expresses frustration over perceived anti-white sentiment from BLM and Antifa, casting whites as victims of racism. This language is linked to extremist behavior and support for violence, fitting the definition of 'White Grievance' implicit hate speech."
18265,stereotypical,0.9,"The text 'they kill each other  they kill christians  they just kill kill kill' repeatedly and generally references violence, specifically targeting an unspecified group and mentioning Christians as victims. This aligns with the use of coded language and stereotypes to promote prejudice, fitting the criteria for implicit hate speech. The text dehumanizes the targeted group by portraying them as inherently violent, which is a common tactic in extremist rhetoric and political propaganda. This fits well into the 'Stereotypes and Misinformation' category, as it associates a protected class with negative attributes such as violence."
2735,inferiority,0.95,"The text suggests that a group of people are inherently inferior by stating 'what you see today is close to their natural state.' This implies a dehumanizing and derogatory generalization about the group's inherent qualities. Additionally, the phrase 'support white cultural hegemony' reinforces the idea of white cultural superiority, which aligns with the 'Inferiority Language' class. This class includes language that implies one group is inferior to another and is related to assaults on human dignity, dominance, and declarations of superiority of the in-group."
20921,incitement,0.95,"The text explicitly mentions 'purging them from society' and 'free genocide card,' which are direct references to eliminating a group of people and promoting extreme violence. The phrase 'no one would ever blame us' suggests a justification for such actions, implying that the speaker believes there would be no repercussions. This language is consistent with incitement to violence, as it flaunts ingroup unity and power, and elevates the idea of genocide. The text does not fit well into other categories such as white grievance, irony, stereotypes, inferiority language, or threatening and intimidation, as it does not express frustration over perceived privilege, use sarcasm, associate a group with negative attributes, imply inferiority, or convey a commitment to a target's pain or injury in a subtle manner."
21075,stereotypical,0.95,"The text 'How do you get 20 jews in the back seat of a Volkswagen? Toss a $50 in the back seat' relies on a negative stereotype about Jews being overly interested in money, which is a common derogatory stereotype. The joke's punchline reinforces this stereotype, making it an example of implicit hate speech. The humor is derived from the implied insult or harm directed at Jews, which can be seen as abusive. Therefore, it fits the 'Stereotypes and Misinformation' class, which associates a protected class with negative attributes."
5797,threatening,0.85,"The text 'the extermination of the white race : the facts about britain and non-white immigration' strongly suggests that non-white immigration poses a threat to the white race, implying that the presence of non-white immigrants is harmful and could lead to the 'extermination' of the white race. This fits the criteria for 'Threatening and Intimidation' as it conveys a speaker's commitment to a target's pain, injury, damage, loss, or violation of rights, specifically the implied threat of 'extermination' of the white race due to non-white immigration."
12152,irony,0.9,"The text uses sarcasm and satire to demean the concept of an ethnostate, which is often associated with discriminatory ideologies. The use of 'ah' and 'photographic evidence' in a mocking tone suggests a critical and prejudicial attitude towards the idea of an ethnostate. This aligns with the 'Irony' class, where sarcasm and satire are used to attack or demean a protected class or individual."
20478,inferiority,0.85,"The text 'not even a ticket. let them leave the same way they came.' implies a dismissive and derogatory attitude towards a group of people, suggesting they are not worthy of consideration or respect. The phrase 'not even a ticket' suggests that the speaker believes the group does not deserve any form of recognition or reward. 'Let them leave the same way they came' implies that the group should be ignored or disregarded, reinforcing the idea that they are not valued. The overall tone is dismissive, indicating a lack of respect or consideration for the group. This aligns with the 'Inferiority Language' class, which implies one group or individual is inferior to another, and it can include dehumanization and toxification, both of which are early warning signs of genocide."
20088,stereotypical,0.9,"The text uses coded language and abstract references to suggest that immigrants are unwelcome and dangerous, promoting prejudice against them. The phrase 'start dreaming in your home countries' implies that immigrants should leave, and 'time to protect american citizens from criminals' suggests that immigrants are criminals, which is a harmful stereotype. This aligns with the 'Stereotypes and Misinformation' class, which associates a protected class with negative attributes such as crime."
4159,inferiority,0.85,"The text 'i wish to god i could live in a white ethno state . imagine how peaceful and friendly it would be .' suggests a desire for a racially homogeneous society, implying that non-white individuals are inferior and that their presence would disrupt the peace and friendliness of such a state. This aligns with the 'Inferiority Language' class, which includes language that implies one group is inferior to another and is related to assaults on human dignity and declarations of superiority of the in-group."
13646,stereotypical,0.9,"The text 'the koran in america is not the true koran . there koran teaches them to convert us or kill u' uses coded language and stereotypes to promote fear and mistrust towards Muslims. The phrase 'the koran in america is not the true koran' delegitimizes the Koran and, by extension, Muslims in America. The statement 'there koran teaches them to convert us or kill u' reinforces harmful stereotypes about Muslims being violent and intolerant. The use of 'them' and 'us' creates an 'us vs. them' mentality, furthering the divide and promoting fear. This aligns with the definition of implicit hate speech, which includes indirect or coded language that conveys prejudicial attitudes without using overt slurs or explicit hate language. The text fits best into the 'Stereotypes and Misinformation' category as it associates Muslims with negative attributes such as violence and intolerance."
7789,incitement,0.9,"The text 'he has openly advocated to kill white men . can't trust muslims .' contains a direct call to violence against white men, which aligns with the 'Incitement to Violence' class. Additionally, the statement 'can't trust muslims' uses a stereotype to promote prejudice against Muslims, which could also be classified under 'Stereotypes and Misinformation.' However, the direct incitement to violence is the more severe and explicit component of the text, making 'Incitement to Violence' the most likely classification."
18844,stereotypical,0.9,"The text 'no more white submissivism to jewish globalism' uses coded language and stereotypes to promote a divisive narrative between white people and Jewish people. The phrase 'jewish globalism' implies a negative stereotype about Jewish influence in global affairs, and 'white submissivism' suggests that white people are being submissive to this influence. This aligns with the 'Stereotypes and Misinformation' class, which associates a protected class with negative attributes and feeds into stereotypes."
