post_id,class,confidence,explanation
2811,implicit_hate,0.85,"The text uses dehumanizing language ('little illegal aliens') and suggests harmful actions ('we still got lots of us-born suckers we can smash out of line to make room'), which can be interpreted as inciting fear and promoting prejudice against undocumented immigrants and U.S.-born individuals. The overall tone is abusive and confrontational, aligning with the characteristics of implicit hate speech."
13584,not_hate,0.85,"The text is most consistently interpreted as a humorous commentary on Marco Rubio's performance during a GOP debate. The use of 'rubiotron' as a playful nickname and 'stuck on reboot' as a metaphor for repetitive behavior does not contain coded language, abstract references, or stereotypes that promote prejudice. The tone is light-hearted and humorous rather than malicious."
18785,not_hate,0.95,"The text is a straightforward news report about an investigation into bomb threats at Jewish Community Centers (JCCs) that spanned multiple continents. It mentions Jeff Sessions, who was the U.S. Attorney General, indicating an official context. The phrase 'jcc bomb threat probe' suggests an investigation into bomb threats at Jewish Community Centers. 'Spanned multiple continents' indicates the global scope of the investigation. The text does not contain any derogatory language or implicit abuse, focusing solely on reporting the facts."
19941,not_hate,0.9,"The text does not contain any coded language, abstract references, stereotypes, or other indirect ways of promoting prejudice against any protected categories. The phrase 'riding whatever bus they are on, right into the ground' is a metaphor for poor decision-making leading to failure, and 'desperate' indicates a dire situation. The term 'elder' does not target any specific group based on protected characteristics. The most consistent reasoning is that the text is criticizing poor decision-making or expressing resignation to inevitable failure, which does not align with the criteria for implicit hate speech."
9470,implicit_hate,0.85,"The text uses coded language ('jq' for 'Jewish Question') and derogatory implications ('huwhite' suggesting Jewish people are not truly white or human). This aligns with the definition of implicit hate speech, which includes abstract or coded references to promote prejudice."
12405,implicit_hate,0.9,"The text uses coded language and stereotypes to convey a prejudicial attitude towards the individual based on their ethnicity. The phrase 'obnoxious chinese guy' is derogatory, and the hope that the individual is not 'part white' suggests a negative view of mixed ethnicity. This aligns with the definitions of implicit hate speech, which includes abstract references and stereotypes to promote prejudice."
14394,not_hate,0.9,"The text 'marriage ( noun ) the lifelong union of a man and woman as husband and wife #marriagematters #alliancedefends' primarily provides a traditional definition of marriage. While it emphasizes a traditional view, it does not contain coded language, abstract references, stereotypes, or other indirect ways of promoting prejudice against any protected category. The hashtags '#marriagematters' and '#alliancedefends' suggest a promotion of the importance of marriage and an alliance that defends it, but there is no indication of implicit abuse or hidden meanings that target individuals or groups based on their protected characteristics."
2048,not_hate,0.9,"The text does not contain any coded language, abstract references, stereotypes, or other indirect ways of promoting prejudice. The most consistent reasoning paths (Interpretation 1, 2, 4, and 5) suggest neutral comparison, curiosity, documentation, and social media engagement without any implicit bias or negative connotations."
1454,implicit_hate,0.85,"The text 'it's being covered and documented. it went from alt right to white nationalists to white su' uses coded language and abstract references to document a shift towards more extreme right-wing ideologies. The terms 'alt right,' 'white nationalists,' and the incomplete term 'white su' (likely 'white supremacists') are associated with ideologies that target and dehumanize individuals based on their race and ethnicity. This documentation of a shift towards more extreme ideologies can be seen as promoting prejudice and fear, aligning with the characteristics of implicit hate speech."
298,implicit_hate,0.85,"The text uses coded language and stereotypes to promote prejudice against Antifa. The phrase 'antifa are violent thugs' stereotypes the group as inherently violent, and 'need to be physically removed' can be interpreted as a call for harmful action. The rhetorical question reinforces the idea that reasoning with Antifa is futile, implying that violence is the only solution."
1526,implicit_hate,0.85,"The text suggests a generalized belief that Moshe, due to his perceived racial or ethnic background, is unlikely to have close relationships with white people. This generalization reinforces a stereotype by casting doubt on Moshe's claim, which is a form of implicit hate speech."
11117,implicit_hate,0.85,"The text 'hey kids wanna replace white people' can be classified as implicit hate speech due to its coded language and abstract references that promote prejudice. The phrase 'replace white people' is often associated with racist ideologies and conspiracy theories, suggesting a harmful or threatening intent. The informal and attention-grabbing tone of 'hey kids' combined with the provocative statement 'wanna replace white people' indicates an intent to provoke controversy or debate, which aligns with the characteristics of implicit hate speech."
18934,implicit_hate,0.85,"The text 'televizion is good for jew !' can be classified as implicit hate speech due to its use of coded language and stereotypes. The misspelling of 'television' as 'televizion' suggests a lack of respect or carelessness. The exclamation mark adds an emphatic tone, which can be interpreted as mocking. The phrase 'good for jew' implies a generalization about Jewish people, reinforcing negative stereotypes. The combination of these elements suggests a derogatory intent, which aligns with the definition of implicit hate speech."
5263,implicit_hate,0.85,"The text uses derogatory language ('alt-right cuck') and ableist mocking ('staahpp we supp') to demean and belittle someone associated with the alt-right movement. This indirectly promotes prejudice and hostility, fitting the criteria for implicit hate speech."
18048,implicit_hate,0.85,"The phrase 'real Americans' suggests a distinction between those who are considered 'real' and those who are not, implying an exclusionary mindset. This distinction can be interpreted as promoting prejudice against certain groups, potentially based on protected characteristics such as race, ethnicity, or national origin. The call for 'more federal money' specifically for 'real Americans' reinforces this exclusionary stance, suggesting that federal funds should be prioritized for this subset, which can be seen as indirectly promoting prejudice."
507,not_hate,0.9,"The text describes a historical practice where women in England would shame men who were not in military uniform by giving them white feathers, symbolizing cowardice. This interpretation is supported by historical context and does not target any protected category with abuse or promote prejudice."
13773,implicit_hate,0.85,"The text accuses the Congress party of deliberately stoking communal tensions by invoking historical figures like Tipu Sultan. This suggests that Congress is engaging in divisive politics, which can be interpreted as promoting prejudice against certain communities based on their religious affiliations. The use of coded language and abstract references to historical figures to imply communalism aligns with the characteristics of implicit hate speech."
781,implicit_hate,0.75,"The text 'this is just an expression of racial & ethnic dominance . all signs that the hated other ever' can be interpreted as justifying or rationalizing racial and ethnic dominance. The phrase 'this is just an expression of racial & ethnic dominance' could be seen as minimizing or normalizing the behavior, and the term 'the hated other' reinforces the idea that certain groups are inherently inferior or deserving of hatred. This interpretation aligns with the definition of implicit hate speech, which uses coded language and abstract references to promote prejudice."
15484,not_hate,0.9,"The text critiques and mocks the KKK's ideology and self-perception, using sarcasm to highlight the absurdity of their claims of superiority. While it references a hate group, it does not promote prejudice or use coded language to convey prejudicial attitudes. Instead, it ridicules the KKK, which aligns with permissible expressions rather than implicit hate speech."
8769,implicit_hate,0.9,"The text uses coded language ('zionist bankers') to propagate an anti-Semitic conspiracy theory, blaming Jewish people for historical events. This aligns with historical anti-Semitic tropes that blame Jewish people for societal problems, which is a form of implicit abuse."
13308,implicit_hate,0.75,"The text 'hope it goes well for you guys take the alt-right from online into the physical world' can be interpreted as encouraging harmful or confrontational behavior against the alt-right or supporting their far-right ideologies. The phrase 'take the alt-right from online into the physical world' suggests a call for action, which could be seen as promoting harmful activities or supporting extremist views. The context and cultural knowledge of the alt-right's reputation support this interpretation."
2057,implicit_hate,0.95,"The text uses coded language and abstract references to promote the idea of white supremacy and the preservation of white Aryan women, implying that other races are inferior. The phrase 'let's be a white resister' and the emphasis on 'white aryan woman' are clear indicators of white supremacist ideology, which is a form of implicit hate speech."
4042,not_hate,0.95,"The text discusses political and administrative concerns related to providing IDs for undocumented immigrants, focusing on the potential consequences of being labeled a 'sanctuary city.' There are no coded references, stereotypes, or indirect ways of promoting prejudice against any protected category. The text is primarily about policy and public safety concerns rather than promoting prejudice."
5144,implicit_hate,0.9,"The text uses coded language and abstract references to promote fear and resentment among white people by suggesting a coordinated effort to 'replace' them. This aligns with the definition of implicit hate speech, as it conveys prejudicial attitudes without using overt slurs or explicit hate language."
14088,not_hate,0.95,"The text 'at top of the polls the donald catches fire on the trail via #makeamericagreatagain #trump2016' does not contain any coded language, abstract references, stereotypes, or other indirect ways of promoting prejudice. It primarily discusses Donald Trump's campaign success and media attention, which does not target any protected categories with abuse or promote prejudicial attitudes."
17715,implicit_hate,0.85,"The use of the term 'hermaphroditic' in a derogatory manner to dehumanize a group of people and the dismissive tone towards an opposing argument suggest implicit hate speech. The term 'hermaphroditic' is used to describe people, which is dehumanizing as it likens individuals to non-human entities or conditions. The dismissive tone towards the opposing viewpoint suggests that the speaker finds the argument overly simplistic and inadequate, reinforcing a prejudicial attitude."
12846,not_hate,0.9,"The text 'what policies are white supremacist?' can be interpreted in multiple ways, but none of the interpretations clearly indicate implicit hate speech. The question does not use coded language, abstract references, stereotypes, or other indirect ways of promoting prejudice. It is more likely a genuine inquiry, rhetorical critique, or educational tool rather than a form of hate speech."
5321,not_hate,0.95,"The text is a retweet highlighting incremental legal efforts to secure religious liberty. The straightforward language, lack of derogatory elements, and the context provided by the hashtags '#religiousliberty' and '#alliancedefends' support this interpretation. There is no coded language, abstract references, stereotypes, or indirect ways of promoting prejudice."
12224,implicit_hate,0.85,"The text uses demographic data to undermine and belittle the cause or argument of the person being addressed. The phrase 'stupid little cause' is derogatory and dismissive, indicating implicit abuse. The use of racial statistics to discredit an argument aligns with the characteristics of implicit hate speech, which often employs coded language and abstract references to convey prejudicial attitudes."
2975,implicit_hate,0.85,"The text subtly stereotypes Iran as a country involved in terrorism, which implicitly justifies Western intervention. The phrase 'terror-promoting misadventures' is a stereotypical attribution that paints Iran as inherently involved in terrorism, and the statement 'show the need for western /' uses this stereotype to justify intervention. This relies on cultural and contextual knowledge to imply that Iran's actions are so harmful that they require external intervention."
10534,not_hate,0.85,"The text 'great getting with the program and trump!' can be interpreted as sarcastic criticism of someone aligning with Donald Trump's ideologies, which are seen as controversial or harmful by some. However, this interpretation does not directly target individuals or groups based on their protected characteristics. The sarcasm is directed at political ideologies rather than any specific group, and there is no evidence of dehumanization, incitement, or hateful references. Therefore, it does not meet the criteria for implicit hate speech."
18791,implicit_hate,0.75,"The text generalizes 'whites' and portrays them as responsible for problematic actions or behaviors, which aligns with the definition of implicit hate speech by using coded language and stereotypes. The hashtag '#nrx' adds a context related to neoreactionary views, which often involve controversial and sometimes abusive views on race and identity."
8369,implicit_hate,0.85,"The text uses coded language and abstract references to suggest an inappropriate focus on children by religious organizations. The term 'fetishizing' is provocative and implies a negative stereotype, which aligns with the features of implicit hate speech. The rhetorical question format and the use of quotation marks around 'sisters' add layers of sarcasm and criticism, further supporting the classification."
15291,not_hate,0.95,"The text is calling out racist behavior in the comments section. The phrase 'looking at the comments' suggests that the speaker is referring to a specific set of comments. The use of 'wow' indicates surprise or shock, implying that the speaker is taken aback by what they have seen. The statement 'you guys are racist' directly accuses the commenters of being racist. This interpretation aligns with the analysis that the text is criticizing racist behavior rather than perpetuating abuse."
7522,implicit_hate,0.85,"The text uses coded language and abstract references to demean and dehumanize undocumented immigrants and their children. The term 'cretins' is used to belittle those who support the argument about jobs Americans won't do, and the rhetorical questions imply that the children of undocumented immigrants are unwanted or undesirable in the job market. The overall tone is abusive and dismissive, suggesting a negative view of both the argument and the people it concerns."
14120,implicit_hate,0.75,"The text uses strong negative language ('despicable,' 'vile,' 'our worst enemies') directed at specific individuals (Gavin and Milo) and a group ('alt right'), which can be seen as coded language promoting prejudice. The term 'alt right' is often associated with controversial and sometimes prejudicial views, and the strong emotional language suggests a deep-seated dislike that could be interpreted as implicit hate speech."
2547,not_hate,0.9,"The text provides a factual percentage of the white population in Shelbyville and uses the term 'homogenous' to describe the lack of diversity, which is a neutral observation. There is no derogatory language, sarcasm, or rhetorical question that would indicate implicit abuse. The text does not make any value judgments about the demographic composition."
6973,not_hate,0.9,"The text critiques the hypocrisy of individuals who hold racist views but are offended when labeled as racists. It uses a rhetorical question to highlight this inconsistency, and the hashtag '#ferguson' contextualizes the statement within broader discussions of racial injustice. The text does not use coded language, abstract references, stereotypes, or other indirect ways of promoting prejudice. Instead, it encourages self-reflection and social commentary."
8670,not_hate,0.9,"The text asks straightforward questions about historical events and opinions without any indications of sarcasm, disguised insults, or coded language. The questions are framed in a way that suggests a lack of knowledge or a desire to confirm existing knowledge, which aligns with a genuine historical inquiry rather than implicit hate speech."
7193,implicit_hate,0.85,"The text uses the historically derogatory term 'shucking and jiving,' which has been used to describe African Americans acting in a subservient manner to please white people. The phrase 'paying off' suggests that this behavior is beneficial, which can be interpreted as mocking and demeaning. This aligns with the definition of implicit hate speech, as it uses coded language and stereotypes to convey prejudicial attitudes."
11470,not_hate,0.85,"The most consistent reasoning path is Interpretation 3, which suggests that the phrase 'flowers at the abortion clinic' could be a symbolic gesture of support for those who visit or work at the clinic. Flowers are often given as a gesture of support, sympathy, or encouragement, and in this context, they could symbolize emotional support for individuals going through a difficult time. This interpretation suggests a positive and supportive intent, aiming to provide comfort and solidarity, and does not contain any elements of implicit hate speech."
11134,not_hate,0.95,"The text primarily questions the completeness and accuracy of a survey by noting the omission of 'Scots-Irish' as an option. There are no coded references, stereotypes, or indirect ways of promoting prejudice against any protected category. The text is more aligned with a critique of survey design or an expression of personal interest rather than implicit hate speech."
986,not_hate,0.9,"The text primarily uses sarcasm and humor to comment on the person's educational background and future job prospects. While it may be derogatory, it does not target any protected categories such as race, ethnicity, national origin, caste, sexual orientation, gender, gender identity, religious affiliation, age, disability, or serious disease. The criticism is focused on the quality of education and job prospects, which are not protected characteristics."
2501,not_hate,0.9,"The text primarily discusses the removal of monuments associated with white supremacy based on public consensus and community empowerment. While it references 'white supremacy,' it does so in the context of dismantling symbols of oppression rather than promoting prejudice. The phrase 'not u' is dismissive but does not target any protected category with abuse or dehumanization. The overall tone is one of social justice and community action rather than hate speech."
15097,not_hate,0.85,"The text is most consistently interpreted as sarcasm or irony, highlighting the absurdity of accusing statues of committing murders. This interpretation does not promote prejudice or hatred towards any protected category. Instead, it uses humor to point out the baseless nature of such accusations."
8321,implicit_hate,0.85,"The text expresses a general dismissive attitude towards white American soldiers and veterans, implying that they are not worthy of respect or admiration. This interpretation is supported by the use of the phrase 'wtfu,' which conveys a dismissive attitude, and the specific targeting of 'white American soldiers and veterans.' The exclamation mark and the colon indicate a strong emotional reaction and an implied continuation, possibly leading to a discussion about why they are not respected. This dismissive attitude can be seen as promoting prejudice against a protected category based on race and national origin."
17091,not_hate,0.9,"The text is most likely a genuine question seeking clarification on historical facts. The phrase 'i'm confused by the . didn't hitler hate communism ?' suggests a lack of understanding or a need for clarification. The use of 'like the dickens' could be an idiomatic expression indicating surprise or confusion. The question mark at the end reinforces the idea that this is a query rather than a statement. There is no evidence of coded language, abstract references, stereotypes, or other indirect ways of promoting prejudice."
15884,implicit_hate,0.85,"The text implies that only white people are true Americans and blames a specific group (boomer hippies) for perceived negative changes, suggesting that non-white individuals are not considered part of the American identity. This interpretation uses coded language and abstract references to promote racial exclusion and blame, which aligns with the definition of implicit hate speech."
5266,implicit_hate,0.75,"The text suggests a derogatory or dismissive attitude towards Antifa, which is a protected category based on political affiliation. The phrase 'no prizes for guessing which i' implies that the speaker believes the distinction between Antifa and the alt-right is obvious and that one group is clearly inferior or undesirable. Given the cultural and social context, it is more likely that the speaker is dismissive of Antifa, as the alt-right is often associated with more extreme and controversial views."
19772,implicit_hate,0.85,"The text uses derogatory and dehumanizing terms such as 'anti-American liars' and 'commie goons,' which are abstract references to political or ideological groups. The phrase 'fighting' suggests a confrontational stance, and the call to action 'more people should try it' encourages others to engage in this behavior. The positive sentiment 'makes me feel great' reinforces the idea that such actions are desirable. This combination of coded language and indirect promotion of prejudice aligns with the characteristics of implicit hate speech."
3876,implicit_hate,0.85,"The text uses derogatory language ('weak willed moral cowardice') to target a specific political group ('postwar right'), suggesting a lack of moral strength and susceptibility to manipulation through fear. This can be seen as promoting prejudice against this group through coded language and stereotypes, fitting the criteria for implicit hate speech."
13720,implicit_hate,0.75,"The text highlights the concentration of murders in non-white counties, which could be interpreted as suggesting that non-white populations are more prone to criminal activity. The hashtags do not provide additional context, but the statement itself can be seen as coded language that relies on cultural and social knowledge to imply negative stereotypes. This interpretation aligns with the subtype of implicit abuse that depicts identity groups as responsible for crimes or immoral acts."
21073,implicit_hate,0.95,"The text dehumanizes Asian people by comparing them to animals (dogs) and objects (pizza), using a stereotype about their eating habits. This indirectly promotes prejudice through coded language and stereotypes, fitting the criteria for implicit hate speech."
4340,not_hate,0.95,"The text does not contain any coded language, abstract references, stereotypes, or indirect ways of promoting prejudice against any protected categories. It primarily discusses a political and legal matter without any implicit hate speech elements."
17998,implicit_hate,0.85,The text uses coded language and abstract references to promote the idea of racial superiority by framing being 'pro white' as a form of rebellion. This interpretation is supported by the association of 'pro white' with white supremacy and the normalization of such views through references to 'human nature' and 'the nature of youth.'
19484,implicit_hate,0.85,"The text uses dehumanizing language by comparing individuals to animals (dogs and pigs) in a derogatory manner. This form of dehumanization reduces the subject's worth and dignity, which is a key feature of implicit hate speech. The metaphors suggest that the subject is inherently flawed and incapable of change, reinforcing negative stereotypes."
1866,implicit_hate,0.85,"The text uses the term 'jihadi,' which carries strong negative connotations and is often used to stereotype Muslims as violent extremists. The phrase 'wager of war' adds to the negative portrayal, suggesting that the individual is inherently violent or aggressive. The statement 'that's what he was' implies a fixed identity, reinforcing the stereotype. This interpretation aligns with the definition of implicit hate speech, as it uses coded language and stereotypes to promote prejudice."
20401,implicit_hate,0.85,"The term 'invaders' is a coded reference that dehumanizes and stereotypes immigrants, implying they are hostile and unwanted. This language indirectly promotes prejudice against a protected category (national origin and ethnicity) without using explicit slurs. The context of border control and economic protectionism further supports this interpretation."
20517,implicit_hate,0.85,"The text 'send them all home with no pay. that will help pay for the wall.' uses coded language and abstract references to promote anti-immigration sentiment, which is a form of prejudice against a protected category (immigrants). The phrase 'send them all home' implies deportation, and 'with no pay' suggests a punitive measure, indicating that the group in question is not deserving of compensation. The reference to 'the wall' ties the statement to a specific political issue, making it a clear call to action for supporters. The overall tone is derogatory and implies that the group (likely immigrants) is a financial burden."
7618,not_hate,0.95,"The text 'a look at white nationalism in america - abc news - via' is most consistently interpreted as an informative news report or educational content. The phrase 'a look at' suggests an in-depth examination, and 'white nationalism in America' specifies the topic. 'ABC News' indicates a reputable source, and 'via' suggests distribution through a medium. There is no coded language, abstract references, stereotypes, or indirect promotion of prejudice. The context and language used do not align with the characteristics of implicit hate speech."
1704,not_hate,1.0,"The text 'the free speech & fairness act : restoring first amendment speech rights to churches charities & their leaders : #1a' does not contain any coded language, abstract references, stereotypes, or indirect ways of promoting prejudice. It is a straightforward statement about restoring free speech rights to specific groups, which aligns with the principles of the First Amendment. There is no implicit or explicit hate speech in the text."
3788,not_hate,0.85,"The text uses dismissive sarcasm to mock the idea of the 'extinction of the white race,' which is not promoting prejudice but rather ridiculing an overly dramatic or paranoid statement. The use of 'omfg,' 'rofflmmfao,' and 'paranoid much?' indicates a strong emotional reaction and exaggerated laughter, suggesting the speaker finds the idea absurd rather than promoting any form of hate or prejudice."
9910,implicit_hate,0.85,"The text 'republican is a code word for white' uses coded language and stereotypes to imply a derogatory generalization about Republicans. It suggests that being a Republican is synonymous with being white, which is a harmful stereotype that can lead to prejudice and discrimination. This interpretation aligns with the definition of implicit hate speech, as it uses indirect language to convey prejudicial attitudes."
2596,implicit_hate,0.85,"The text 'that's white nationalism talk' can be classified as implicit hate speech because it uses coded language and stereotypes to label someone's views as harmful and unacceptable. By associating the views with white nationalism, the speaker is implying that the person or their views are dangerous and should be avoided, which is a form of indirect prejudice."
