post_id,class,confidence,explanation
5603,implicit_hate,0.85,"The text references 'rising white American hate groups,' which indirectly promotes prejudice by highlighting the existence and growth of hate groups targeting specific racial and ethnic groups. This can be seen as coded language that conveys prejudicial attitudes without using overt slurs or explicit hate language, fitting the criteria for implicit hate speech."
19708,implicit_hate,0.9,"The text '- islam = animals' dehumanizes Muslims by equating them with animals, which is a form of implicit hate speech. This dehumanization is a clear indicator of prejudice against a protected category based on religious affiliation."
713,implicit_hate,0.9,"The text uses the hashtag '#whitegenocide,' which is a coded reference to a conspiracy theory that promotes fear and prejudice against non-white groups. The phrase 'protect white children' reinforces this prejudicial attitude by implying that white children are under threat from other groups, thereby promoting a fearful stereotype."
20730,implicit_hate,0.85,"The phrase 'give them a taste of the chain gun' uses coded language that suggests violence without explicitly naming a target group. However, the context and the use of 'them' imply a hostile intent towards an unspecified group, which aligns with the characteristics of implicit hate speech."
19105,implicit_hate,0.85,"The text uses coded language and abstract references to race, specifically mentioning 'white people' in a way that suggests prejudice. The phrase 'written by white people for white people' implies a negative stereotype about the intentions and exclusivity of a particular group, which can be seen as promoting prejudice indirectly."
15038,implicit_hate,0.85,"The text uses coded language and stereotypes to convey prejudicial attitudes. The phrase 'self determination via the white man's wallet' suggests a negative stereotype about financial dependency and entitlement. The reference to 'black separatism like noi' (Nation of Islam) and 'government contracts' implies a negative stereotype about certain groups seeking special treatment or advantages, which can be seen as promoting prejudice indirectly."
17147,implicit_hate,0.85,The text uses coded language and abstract references to promote a prejudicial attitude by suggesting that the white race has a superior capacity for self-love compared to other races. This indirectly reinforces negative stereotypes and promotes prejudice against non-white races.
3677,not_hate,0.9,"The text does not contain any coded language, abstract references, stereotypes, or indirect ways of promoting prejudice. It simply states a factual event without targeting any protected category or promoting any form of prejudice."
18603,implicit_hate,0.75,"The text uses coded language and abstract references to political and social groups, which can be interpreted as promoting prejudice. Terms like 'antifa' and 'sjws' (social justice warriors) are often used derogatorily to stereotype and demean individuals advocating for social justice, which can be seen as an indirect way of promoting prejudice against these groups."
172,implicit_hate,0.85,"The text contains coded language and abstract references that convey prejudicial attitudes. The use of the term 'podunks' is a derogatory stereotype often used to demean people from rural or less developed areas, which can be seen as an indirect way of promoting prejudice. Additionally, the hashtag '#opkkk' suggests opposition to the Ku Klux Klan, which is a hate group, implying a broader context of hate speech. The overall tone and language used are consistent with implicit hate speech."
10919,implicit_hate,0.85,"The text uses coded language and abstract references to promote prejudice against white people. It suggests that any white person standing for their own interests is an 'outlaw,' which can be interpreted as dehumanizing and inciting fear or discrimination against a protected category based on race."
16980,not_hate,0.9,"The text 'houston sermons are legally speaking fair game #4houston5' does not contain any coded language, abstract references, stereotypes, or indirect ways of promoting prejudice. It appears to be a neutral statement about the legal status of sermons in Houston, without targeting any protected category."
3329,implicit_hate,0.7,"The text uses coded language and abstract references to convey prejudicial attitudes. The phrase 'not the being white bit' suggests a distinction based on race, and 'taking something away from who you are as a human being' can be interpreted as dehumanization. The mention of 'dems should be ashamed' implies a political context that could be used to incite fear or spread stereotypes about a particular group."
15738,not_hate,0.95,"The text describes a person's attitude and behavior without any coded language, abstract references, stereotypes, or indirect ways of promoting prejudice against any protected categories. It does not contain any elements that would classify it as implicit hate speech."
9958,implicit_hate,0.85,"The text uses coded language and stereotypes to imply that a certain group is responsible for stealing jobs from 'poor white people.' This indirectly promotes prejudice against an unspecified group, likely based on race or ethnicity, without using explicit hate language."
20378,implicit_hate,0.85,"The text uses coded language and abstract references to suggest violence ('nuke them off the face of the earth') against an unspecified group, which can be interpreted as promoting prejudice and inciting fear. The hashtag '#arrogantfornoreason' adds a layer of sarcasm and contempt, reinforcing negative stereotypes without explicitly naming the targeted group."
2811,implicit_hate,0.9,"The text uses coded language and abstract references to target individuals based on their national origin and immigration status. The term 'illegal aliens' is a derogatory term often used to dehumanize immigrants, and the phrase 'smash out of line' suggests violence or discrimination. This aligns with the definition of implicit hate speech."
13584,not_hate,1.0,"The text 'rubiotron stuck on reboot . #gopdebate via youtube' does not contain any coded language, abstract references, stereotypes, or indirect ways of promoting prejudice. It appears to be a neutral statement about a technical issue during a debate, with no implicit or explicit hate speech elements."
18785,not_hate,0.95,"The text 'jeff sessions : jcc bomb threat probe spanned multiple continents' is a factual statement about an investigation into bomb threats at Jewish Community Centers (JCCs). It does not contain any coded language, abstract references, stereotypes, or indirect ways of promoting prejudice. The context is neutral and informative, without any implicit hate speech elements."
11499,not_hate,0.9,"The text 'gregory hood analyzes the strange persistent appeal of american psycho' does not contain any coded language, abstract references, stereotypes, or indirect ways of promoting prejudice. It is a neutral statement about an analysis of a book or movie, without any implicit or explicit hate speech elements."
19941,implicit_hate,0.75,"The text uses coded language and abstract references that could be interpreted as promoting prejudice. The phrase 'they are really desperate' and 'riding whatever bus they are on, right into the ground' can be seen as dehumanizing and stereotyping a group, implying that they are incapable or irresponsible. The term 'elder' could also be a coded reference to a specific group, reinforcing negative stereotypes."
9470,implicit_hate,0.85,"The text uses coded language and abstract references to imply prejudice against a specific group. The phrase 'they look huwhite to me' is a misspelled and coded way of referring to a racial or ethnic group, suggesting a negative stereotype or prejudice without using explicit hate language."
15822,implicit_hate,0.75,"The text uses coded language and abstract references to historical events that could be interpreted as promoting prejudice or inciting fear. The mention of specific years (1778, 1814, and 1846) in the context of 'the south' could be seen as a veiled reference to historical conflicts or events that targeted certain groups, potentially reinforcing negative stereotypes or promoting a sense of superiority."
12405,implicit_hate,0.85,"The text uses the term 'obnoxious' in conjunction with 'chinese guy,' which can be seen as a stereotype or a coded reference to negative characteristics associated with a protected category (race/ethnicity). The phrase 'isn't part white' further suggests a discriminatory attitude, implying that being part white would be preferable, thereby dehumanizing or degrading the individual based on their perceived ethnicity."
14394,implicit_hate,0.8,"The text defines marriage in a way that excludes same-sex couples, which can be seen as promoting a prejudicial attitude against LGBTQ+ individuals. The use of hashtags like #marriagematters and #alliancedefends suggests an underlying agenda that may be coded to imply opposition to same-sex marriage, thereby indirectly promoting prejudice against a protected category based on sexual orientation."
2048,not_hate,0.9,"The text does not contain any coded language, abstract references, stereotypes, or other indirect ways of promoting prejudice. It simply compares two events, the 'life march' and the 'women's march,' without any derogatory or prejudicial language towards any protected category."
1454,implicit_hate,0.85,"The text uses coded language and abstract references to groups associated with extremist ideologies, such as 'alt right' and 'white nationalists.' These terms are often used to promote prejudicial attitudes without explicitly using hate language. The incomplete phrase 'white su' suggests a possible reference to 'white supremacy,' further indicating implicit hate speech."
298,implicit_hate,0.85,"The text uses coded language and stereotypes to promote prejudice against a group, referring to 'antifa' as 'violent thugs' and suggesting they need to be 'physically removed.' This indirectly targets individuals based on their perceived political affiliation, which can be considered a protected category under the broader definition of hate speech."
1526,implicit_hate,0.8,"The text uses coded language and stereotypes to imply that it is unusual or unlikely for someone named Moshe (a name often associated with Jewish individuals) to have close friends who are white. This indirectly promotes prejudice by suggesting a divide based on race or ethnicity, which aligns with the definition of implicit hate speech."
11117,implicit_hate,0.9,"The text uses coded language and abstract references to promote prejudice against a protected category (race). The phrase 'replace white people' indirectly suggests a negative attitude towards white people, which can be interpreted as promoting fear or discrimination."
18934,implicit_hate,0.85,"The text uses coded language and a sarcastic tone to convey prejudicial attitudes towards a protected category (Jewish people). The phrase 'televizion is good for jew' can be interpreted as a derogatory stereotype or a veiled insult, implying that Jewish people are somehow inferior or deserving of ridicule."
11346,not_hate,0.9,The text criticizes the TSA's actions regarding privacy and freedom but does not target any protected category or use coded language to promote prejudice. It focuses on a general policy issue rather than any specific group.
5263,implicit_hate,0.85,"The text contains coded language and abstract references that are commonly associated with prejudicial attitudes. The term 'alt-right' is often used to describe far-right ideologies, and 'cuck' is a derogatory term frequently used in a pejorative manner. The overall tone and language suggest an indirect promotion of prejudice, fitting the criteria for implicit hate speech."
18048,implicit_hate,0.85,"The phrase 'real Americans' can be interpreted as an abstract reference that excludes certain groups based on their perceived membership in protected categories, such as immigrants or non-white individuals. This coded language suggests a prejudicial attitude without using explicit hate language, which aligns with the definition of implicit hate speech."
507,implicit_hate,0.8,"The text uses coded language and historical references that can be interpreted as promoting prejudice. The mention of 'white flower girls' and 'white flowers of cowardice' can be seen as a veiled reference to historical events where white feathers were given to men not in uniform during World War I, implying cowardice. This can be interpreted as demeaning and stereotyping men who did not serve in the military, potentially targeting them based on their perceived lack of patriotism or bravery, which can be linked to national origin or gender stereotypes."
13773,implicit_hate,0.8,"The text uses coded language and abstract references to promote prejudice against a particular political party and its perceived association with a historical figure (Tipu Sultan). The phrase 'stoke communalism' suggests that the party is intentionally causing communal tensions, which can be seen as inciting fear and spreading negative stereotypes about the party and its supporters, who may belong to various protected categories."
16148,not_hate,0.9,"The text 'india japan and australia . the middle coalition ?' does not contain any coded language, abstract references, stereotypes, or indirect ways of promoting prejudice. It simply lists countries and mentions a 'middle coalition,' which does not target any protected categories or convey prejudicial attitudes."
781,implicit_hate,0.85,"The text uses coded language and abstract references to convey prejudicial attitudes. Phrases like 'racial & ethnic dominance' and 'the hated other' imply a negative stereotype and dehumanization of a group based on their race and ethnicity, which are protected characteristics. The language is indirect but clearly promotes prejudice."
15484,not_hate,0.9,"The text criticizes the KKK, a group known for promoting hate and violence, rather than promoting prejudice or hate against any protected category. The language used is derisive towards the KKK, which is not a protected category, and does not contain coded language, abstract references, stereotypes, or other indirect ways of promoting prejudice against any protected groups."
8769,implicit_hate,0.85,"The text uses coded language and abstract references to promote prejudice against a specific group. The term 'zionist bankers' is often used as a dog whistle to refer to Jewish people in a derogatory manner, and the mention of 'crimes inflicted on germans in weimar republic' can be seen as an attempt to justify historical anti-Semitic actions. This aligns with the definition of implicit hate speech."
13308,implicit_hate,0.85,"The text uses coded language by referencing 'alt-right,' which is often associated with far-right ideologies that promote prejudice against various protected categories. The phrase 'take the alt-right from online into the physical world' can be interpreted as an incitement to bring harmful ideologies into real-world actions, potentially leading to harassment or discrimination against members of protected categories."
2057,implicit_hate,0.9,"The text uses coded language and abstract references to promote prejudice against non-white individuals. The phrase 'white resister' and the emphasis on the 'beauty of white aryan woman' suggest a supremacist ideology that devalues other races, which aligns with the definition of implicit hate speech."
4042,implicit_hate,0.7,"The text uses coded language and abstract references to undocumented immigrants and the concept of a 'sanctuary city,' which can be interpreted as promoting prejudice against immigrants. The phrase 'fearing 'sanctuary city' status' implies a negative stereotype or fear associated with providing sanctuary to undocumented immigrants, which aligns with the characteristics of implicit hate speech."
5144,implicit_hate,0.85,"The text uses coded language and abstract references to promote prejudice against a protected category (race). It suggests a conspiracy theory about an 'anti-white plan' to 'replace them,' which can incite fear and spread fearful stereotypes about other racial groups. The use of 'whites in america' and the implication of a replacement plan are indirect ways of conveying prejudicial attitudes."
14088,not_hate,0.95,"The text does not contain any coded language, abstract references, stereotypes, or indirect ways of promoting prejudice. It is a neutral statement about a political campaign and does not target any protected categories with abuse or prejudice."
17715,implicit_hate,0.75,"The text uses the term 'hermaphroditic' in a derogatory manner, which can be seen as a slur against intersex individuals. Additionally, the reference to 'black / white argument' suggests a dismissive attitude towards discussions about race, implying that such discussions are trivial or unimportant. This indirectly promotes prejudice against protected categories, fitting the criteria for implicit hate speech."
12846,not_hate,0.9,"The text is a question asking about policies related to white supremacy. It does not contain coded language, abstract references, stereotypes, or any indirect ways of promoting prejudice. The intent appears to be informational rather than prejudicial."
5321,not_hate,0.95,"The text discusses legal cases related to religious liberty and does not contain any coded language, abstract references, stereotypes, or indirect ways of promoting prejudice against any protected category. The hashtags and content are focused on legal proceedings and religious freedom, which are not indicative of implicit hate speech."
12224,implicit_hate,0.85,"The text uses coded language and abstract references to race, specifically mentioning 'mexican pop.' and 'racially white,' which can be interpreted as promoting prejudice. The phrase 'hurting ur stupid little cause' also contains a derogatory tone, suggesting a negative attitude towards a particular group or cause."
2975,not_hate,0.9,"The text discusses political views on interventionism and Iran's actions without targeting any protected category or using coded language to promote prejudice. It does not contain hateful references, incitement, slurs, dehumanization, or hateful imagery. The focus is on geopolitical issues rather than individuals or groups based on their protected characteristics."
10534,not_hate,0.9,"The text 'great getting with the program and trump !' does not contain any coded language, abstract references, stereotypes, or indirect ways of promoting prejudice against any protected categories. It is a general statement of approval without any implicit hate speech elements."
18791,implicit_hate,0.8,"The text uses coded language and abstract references to imply that 'whites exerting own interests & identities' is problematic, which can be interpreted as promoting prejudice against a protected category based on race. The hashtag '#nrx' (Neoreaction) is often associated with far-right ideologies, further suggesting an implicit hateful context."
8369,implicit_hate,0.85,"The text uses coded language and stereotypes to imply that religious organizations have inappropriate interests in children, which can be interpreted as promoting prejudice against religious groups. The phrase 'fetishizing children' is particularly inflammatory and suggests harmful behavior, aligning with the definition of implicit hate speech."
15291,not_hate,0.95,"The text explicitly calls out racism and does not use coded language, abstract references, stereotypes, or other indirect ways of promoting prejudice. Instead, it criticizes racist behavior, which aligns with the goal of identifying and condemning hate speech rather than promoting it."
7522,implicit_hate,0.85,"The text uses coded language and stereotypes to imply that children of undocumented immigrants are unwilling to take certain jobs, which can be seen as dehumanizing and promoting prejudice against a protected category based on national origin and immigration status."
14120,not_hate,0.9,"The text explicitly condemns the 'alt right' and individuals associated with it, labeling them as 'despicable and vile' and 'our worst enemies.' This language does not target any protected categories with abuse or promote prejudice. Instead, it criticizes a specific political movement and individuals, which does not fall under the definition of hate speech."
2547,not_hate,0.9,"The text provides a statistical fact about the demographic composition of Shelbyville without any coded language, abstract references, stereotypes, or indirect ways of promoting prejudice. It does not target any individuals or groups with abuse based on their protected characteristics."
6973,implicit_hate,0.85,"The text uses sarcasm and an abstract reference to a racially charged event (#ferguson) to convey a prejudicial attitude. The phrase 'racist folks' and the questioning tone imply a negative stereotype about people who are perceived as racists, without using explicit hate language."
8670,not_hate,0.9,"The text discusses the negative aspects of Hitler and his actions, which are historically accurate and do not promote prejudice or hatred. It references historical events without using coded language or promoting stereotypes. The context is educational and does not incite fear or discrimination against any protected category."
7193,implicit_hate,0.85,"The phrase 'shucking and jiving' is a coded reference to stereotypes about African Americans, historically used to demean and dehumanize. The text implies that certain behaviors are being performed for the benefit of 'the white man,' which reinforces negative stereotypes and promotes prejudice indirectly."
11470,implicit_hate,0.8,"The phrase 'flowers at the abortion clinic' can be interpreted as a coded message that subtly promotes anti-abortion sentiments, which may be linked to prejudicial attitudes towards women and their reproductive rights. The use of 'flowers' in this context could be seen as a sarcastic or mocking reference, implying a negative stance on abortion clinics and the people who use them."
11134,not_hate,0.9,"The text discusses ancestry and survey options without any coded language, abstract references, stereotypes, or indirect ways of promoting prejudice. It does not target any protected category with abuse or dehumanization."
986,not_hate,0.9,"The text does not contain any coded language, abstract references, stereotypes, or other indirect ways of promoting prejudice against any protected categories. The mention of 'third tier law school' and 'thinkology tank' does not target any individual or group based on race, ethnicity, national origin, caste, sexual orientation, gender, gender identity, religious affiliation, age, disability, or serious disease. The text appears to be a sarcastic comment about the quality of education or job prospects, which does not fall under the definition of implicit hate speech."
2501,implicit_hate,0.85,"The text refers to 'monuments to white supremacy' in a way that indirectly highlights racial tensions and prejudice. The phrase 'white supremacy' is a coded reference to racial discrimination, and the context suggests a divisive atmosphere. The use of 'not u' at the end adds a dismissive tone, which can be interpreted as reinforcing negative stereotypes or attitudes towards a particular group."
15097,implicit_hate,0.8,"The text uses coded language and sarcasm to imply that statues, which are often symbols of historical figures, might be associated with violence or murder. This indirectly targets and dehumanizes groups associated with those historical figures, potentially promoting prejudice without using explicit hate language."
8321,implicit_hate,0.85,"The text uses coded language and abstract references to target a specific group (white American soldiers and veterans) with a derogatory tone. The use of 'wtfu' (what the fuck you) is a sarcastic and dismissive phrase that conveys prejudicial attitudes without using explicit hate language, fitting the criteria for implicit hate speech."
17091,not_hate,0.9,"The text does not contain any coded language, abstract references, stereotypes, or indirect ways of promoting prejudice. It is a question about historical facts related to Hitler's views on communism, which does not target any protected category with abuse or promote prejudice."
15884,implicit_hate,0.85,"The text uses coded language and abstract references to promote prejudicial attitudes. It implies that only white people are true Americans and that the country was founded and run by whites, which devalues the contributions of other racial and ethnic groups. The mention of 'boomer hippies' and 'white guilt' suggests a negative stereotype about people who advocate for racial equality, indirectly promoting a racist attitude without using explicit hate language."
5266,implicit_hate,0.85,"The text uses coded language and abstract references to political groups, which are often associated with specific ideologies and stereotypes. The phrase 'no prizes for guessing which i' implies a negative bias towards one of the groups, likely the 'alt-right,' which is often associated with far-right ideologies that can include prejudicial attitudes towards protected categories. The indirect nature of the language and the implied bias make it consistent with implicit hate speech."
19772,implicit_hate,0.85,"The text uses coded language and abstract references to promote prejudice against perceived 'anti-American' individuals and 'commie goons,' which can be interpreted as targeting people based on their political beliefs or national origin. The phrase 'commie goons' is a derogatory term often used to dehumanize and stereotype individuals with communist or left-leaning political views. The call to 'fight' and the encouragement for others to do the same can be seen as inciting harassment or discrimination."
3876,implicit_hate,0.75,"The text uses abstract and coded language that could be interpreted as promoting prejudice. The phrase 'weak willed moral cowardice' and 'scaring them into disavowal' suggests a negative stereotype and an attempt to incite fear or disapproval towards a certain group, which aligns with the characteristics of implicit hate speech."
13720,implicit_hate,0.85,"The text uses coded language and abstract references to imply that non-white counties are associated with higher murder rates, which can be interpreted as promoting negative stereotypes about non-white communities. The hashtags and the overall tone suggest an intent to spread fearful stereotypes without using explicit hate language."
21073,implicit_hate,0.9,"The text uses a coded and abstract reference to stereotype Asian people as having large families and being associated with food, which can be seen as dehumanizing and promoting negative stereotypes. This indirect language conveys prejudicial attitudes without using explicit hate language, fitting the criteria for implicit hate speech."
4340,not_hate,0.9,"The text appears to be a request for investigation into a political matter involving specific individuals. It does not contain coded language, abstract references, stereotypes, or other indirect ways of promoting prejudice against any protected categories. The context suggests a political inquiry rather than any form of hate speech."
17998,implicit_hate,0.75,"The text uses coded language and abstract references to promote prejudice. The phrase 'pro white' can be interpreted as an appeal to racist attitudes, suggesting that being 'pro white' is rebellious, which indirectly promotes the idea that other races are not worthy of support or are inferior."
19484,implicit_hate,0.85,"The text uses dehumanizing language by comparing individuals to 'dogs' and 'pigs,' which are often used as derogatory terms to dehumanize and degrade people. This indirectly promotes prejudice by implying that certain individuals or groups are less than human, which aligns with the definition of implicit hate speech."
1866,implicit_hate,0.85,"The text uses the term 'jihadi,' which is often used as a derogatory stereotype to dehumanize and spread fearful stereotypes about Muslims. The phrase 'wager of war' further reinforces negative and violent connotations, indirectly promoting prejudice against a protected category based on religious affiliation."
20401,implicit_hate,0.75,"The text uses coded language and abstract references to promote prejudice against immigrants, who are often targeted based on their national origin or ethnicity. The term 'invaders' is a dehumanizing and fear-inducing term often used to stereotype and demonize immigrants, implying they are a threat. The context suggests a negative attitude towards immigrants, which aligns with the definition of implicit hate speech."
20517,implicit_hate,0.85,"The text uses coded language and abstract references to target a group of people, likely immigrants, with the phrase 'send them all home with no pay.' This implies a prejudicial attitude towards this group, suggesting they are a burden and should be removed. The mention of 'the wall' further contextualizes the statement as anti-immigrant, aligning with common rhetoric that dehumanizes and stereotypes immigrants."
7618,not_hate,0.95,"The text 'a look at white nationalism in america - abc news - via' is a neutral statement that refers to a news article about white nationalism. It does not contain any coded language, abstract references, stereotypes, or indirect ways of promoting prejudice. It simply describes the content of a news report without any implicit hate speech."
1704,not_hate,0.95,"The text discusses the restoration of First Amendment speech rights to churches, charities, and their leaders, which is a topic related to free speech and constitutional rights. There are no coded references, stereotypes, or indirect ways of promoting prejudice against any protected categories. The use of the hashtag '#1a' refers to the First Amendment, which is a neutral and legal reference."
3788,implicit_hate,0.8,"The text contains coded language and sarcasm that indirectly references and mocks the idea of the 'extinction of the white race,' which can be interpreted as promoting prejudicial attitudes towards a protected category (race). The use of 'paranoid much ?' suggests a dismissive attitude towards concerns about racial issues, which can be seen as reinforcing negative stereotypes or attitudes."
9910,implicit_hate,0.85,"The text uses coded language to associate a political affiliation with a racial group, which can be seen as promoting prejudice indirectly. The phrase 'republican is a code word for white' implies a stereotype about Republicans being white, which can be interpreted as implicit hate speech."
2596,implicit_hate,0.85,"The text 'that's white nationalism talk' uses coded language to reference a harmful ideology associated with prejudice against various protected categories, including race and ethnicity. While it does not use explicit slurs or hate language, it indirectly promotes prejudicial attitudes by associating the conversation with white nationalism, which is known for its discriminatory views."
17956,not_hate,0.9,"The text criticizes racism and advocates for accountability of bad cops, which does not target any protected category with abuse or promote prejudice. Instead, it calls for justice and accountability, which aligns with values of equality and fairness."
15368,implicit_hate,0.7,"The text uses coded language and abstract references to imply that a certain group ('patriots') is being deceived by another group ('pl'). This can be interpreted as promoting prejudice against the group referred to as 'pl' without using explicit hate language, which aligns with the characteristics of implicit hate speech."
5711,implicit_hate,0.85,"The text uses coded language and stereotypes to imply that people from the '3rd world' are inherently less intelligent and that their environments are inferior. This indirectly promotes prejudice against individuals based on their national origin and perceived intelligence, which is a protected characteristic."
9065,implicit_hate,0.85,"The text uses coded language and abstract references to promote prejudice against a protected category. The phrase 'white nationalists and similar people' is a coded reference to a group often associated with racist ideologies. The mention of 'evil and plots' against this group can be interpreted as an attempt to incite fear and spread stereotypes, aligning with the characteristics of implicit hate speech."
7911,implicit_hate,0.7,"The text uses coded language and abstract references to suggest that valuing one's heritage is a negative or pathological trait. This can be interpreted as demeaning or dehumanizing towards individuals who value their heritage, which is often tied to protected characteristics such as race, ethnicity, or national origin."
21379,implicit_hate,0.9,"The text uses a stereotype to degrade a protected category (gay men) by associating them with a derogatory term ('sissies'). This indirectly promotes prejudice without using explicit hate language, which aligns with the definition of implicit hate speech."
5923,implicit_hate,0.85,"The text uses coded language and stereotypes to imply that Black individuals are typically guilty of hate crimes unless they have white friends. This indirectly promotes prejudicial attitudes and reinforces negative stereotypes about Black people, fitting the criteria for implicit hate speech."
14391,not_hate,0.95,"The text criticizes a political figure and their choices, but it does not target any protected categories or use coded language to promote prejudice. The criticism is directed at an individual's political capabilities and decisions, which is permissible in political discourse."
2777,implicit_hate,0.85,"The text uses coded language and abstract references to promote prejudice. The phrase 'white resistance' and 'minority status looms' can be interpreted as inciting fear and promoting the idea of resistance against a perceived threat from minority groups, which aligns with the definition of implicit hate speech."
15725,implicit_hate,0.8,"The text uses coded language and abstract references to discuss 'white supremacist' and 'racist' in a way that could be interpreted as promoting prejudicial attitudes without using overt slurs or explicit hate language. The use of terms like 'lite' in conjunction with 'racist' suggests a sarcastic or dismissive tone, which can be a feature of implicit hate speech."
7400,implicit_hate,0.85,"The text uses coded language and abstract references to promote prejudicial attitudes. Phrases like 'the white race' and 'replace them' are often used in white nationalist rhetoric to imply that non-white individuals are a threat to the existence of white people. This indirectly promotes fear and discrimination against non-white individuals, fitting the criteria for implicit hate speech."
559,implicit_hate,0.85,"The text uses coded language and abstract references to promote prejudice against non-white people. The phrase 'there is no where else white people can go' implies a sense of exclusivity and fear, suggesting that white people are under threat and have limited options, which can be interpreted as inciting fear and promoting a sense of victimhood among white people."
18564,implicit_hate,0.85,"The text uses coded language and stereotypes to promote prejudice against Muslims. The phrase 'muslim bombs arizona social security office with ied' reinforces negative stereotypes about Muslims being terrorists. The use of '#tcot' (Top Conservatives on Twitter) suggests a targeted audience that may be receptive to such prejudicial attitudes. The mention of a 'media blackout' implies a conspiracy theory, further promoting fear and mistrust."
